SettlementDate,SettlementPeriod,1,2,3,4,5,6,7,8,9
01/04/2020,1,18,6,6,10,7,7,0,0,5
01/04/2020,2,19,6,3,9,6,6,0,0,9
01/04/2020,3,20,8,3,9,6,6,0,0,13
01/04/2020,4,21,7,4,11,5,5,2,1,16
01/04/2020,5,22,8,4,11,5,5,2,1,16
01/04/2020,6,22,9,5,12,4,4,2,1,18
01/04/2020,7,23,10,5,10,3,3,6,3,21
01/04/2020,8,23,10,6,12,2,2,4,2,25
01/04/2020,9,24,10,5,16,1,1,6,3,28
01/04/2020,10,24,10,5,17,1,1,8,4,29
01/04/2020,11,25,11,4,17,1,1,8,4,25
01/04/2020,12,26,12,4,16,1,1,12,6,23
01/04/2020,13,27,14,6,17,1,1,12,6,22
01/04/2020,14,27,16,6,18,1,1,14,7,21
01/04/2020,15,28,20,6,18,1,1,16,8,17
01/04/2020,16,28,25,6,20,1,1,10,5,16
01/04/2020,17,29,29,10,21,1,1,8,4,14
01/04/2020,18,29,32,14,24,2,2,10,5,12
01/04/2020,19,30,38,15,30,2,2,14,7,11
01/04/2020,20,30,36,17,32,2,2,14,7,11
01/04/2020,21,30,42,18,29,1,1,16,8,9
01/04/2020,22,31,41,21,34,0,0,16,8,5
01/04/2020,23,32,49,21,43,0,0,16,8,3
01/04/2020,24,32,52,24,45,0,0,18,9,2
01/04/2020,25,32,56,25,62,0,0,16,8,1
01/04/2020,26,32,60,25,65,0,0,12,6,0
01/04/2020,27,32,62,29,70,0,0,6,3,0
01/04/2020,28,32,63,29,72,0,0,8,4,0
01/04/2020,29,32,69,29,72,0,0,6,3,0
01/04/2020,30,31,66,31,75,1,1,8,4,0
01/04/2020,31,31,71,28,77,1,1,10,5,0
01/04/2020,32,31,71,28,75,1,1,6,3,0
01/04/2020,33,30,76,30,63,1,1,4,2,0
01/04/2020,34,30,74,29,65,1,1,6,3,0
01/04/2020,35,29,67,25,60,1,1,4,2,0
01/04/2020,36,28,63,21,54,2,2,2,1,0
01/04/2020,37,28,64,29,61,1,1,2,1,1
01/04/2020,38,27,60,25,55,2,2,2,1,3
01/04/2020,39,27,62,31,51,2,2,4,2,7
01/04/2020,40,27,59,23,46,3,3,2,1,13
01/04/2020,41,27,54,23,41,2,2,2,1,35
01/04/2020,42,26,56,18,45,2,2,4,2,45
01/04/2020,43,27,52,21,64,2,2,6,3,54
01/04/2020,44,29,52,16,62,2,2,12,6,58
01/04/2020,45,30,54,9,47,2,2,12,6,59
01/04/2020,46,31,58,9,52,3,3,16,8,58
01/04/2020,47,32,59,10,60,3,3,18,9,56
01/04/2020,48,33,50,12,66,3,3,26,13,55
02/04/2020,1,33,51,13,78,4,4,34,17,56
02/04/2020,2,33,63,15,80,3,3,36,18,58
02/04/2020,3,34,65,23,84,3,3,32,16,61
02/04/2020,4,34,69,23,87,3,3,26,13,63
02/04/2020,5,34,71,20,99,3,3,24,12,65
02/04/2020,6,34,71,19,96,3,3,26,13,74
02/04/2020,7,34,74,20,84,3,3,28,14,82
02/04/2020,8,34,79,21,92,4,4,30,15,88
02/04/2020,9,34,85,23,99,4,4,34,17,91
02/04/2020,10,34,87,26,104,5,5,36,18,92
02/04/2020,11,33,86,23,112,6,6,36,18,92
02/04/2020,12,33,81,27,122,8,8,40,20,92
02/04/2020,13,33,84,26,115,9,9,48,24,92
02/04/2020,14,33,91,31,117,9,9,56,28,93
02/04/2020,15,33,88,48,121,9,9,60,30,90
02/04/2020,16,33,90,47,128,10,10,74,37,87
02/04/2020,17,33,87,32,125,10,10,78,39,87
02/04/2020,18,33,89,40,123,11,11,84,42,89
02/04/2020,19,34,91,47,121,12,12,88,44,90
02/04/2020,20,34,91,46,117,13,13,84,42,92
02/04/2020,21,34,91,61,105,12,12,86,43,93
02/04/2020,22,34,91,60,108,13,13,86,43,93
02/04/2020,23,34,91,56,108,13,13,88,44,94
02/04/2020,24,34,91,55,109,14,14,90,45,96
02/04/2020,25,34,91,56,125,14,14,88,44,96
02/04/2020,26,34,91,55,115,16,16,88,44,96
02/04/2020,27,34,91,55,114,19,19,88,44,95
02/04/2020,28,34,91,56,103,21,21,88,44,94
02/04/2020,29,34,91,55,96,22,22,88,44,96
02/04/2020,30,33,93,55,85,21,21,88,44,95
02/04/2020,31,33,92,52,86,22,22,88,44,94
02/04/2020,32,32,91,50,75,24,24,88,44,96
02/04/2020,33,31,88,47,77,23,23,90,45,99
02/04/2020,34,30,83,43,67,28,28,88,44,98
02/04/2020,35,28,80,44,60,33,33,88,44,98
02/04/2020,36,26,77,41,56,37,37,82,41,98
02/04/2020,37,24,79,37,60,40,40,80,40,97
02/04/2020,38,21,75,32,50,47,47,78,39,95
02/04/2020,39,19,69,26,34,49,49,72,36,96
02/04/2020,40,15,59,23,33,44,44,78,39,95
02/04/2020,41,12,51,30,50,44,44,76,38,98
02/04/2020,42,12,43,26,39,45,45,74,37,97
02/04/2020,43,10,37,25,31,46,46,68,34,93
02/04/2020,44,8,40,21,26,45,45,72,36,87
02/04/2020,45,6,33,20,26,43,43,58,29,83
02/04/2020,46,5,30,14,20,41,41,78,39,85
02/04/2020,47,5,27,14,10,39,39,78,39,87
02/04/2020,48,3,30,9,10,32,32,80,40,83
03/04/2020,1,3,22,4,13,29,29,68,34,77
03/04/2020,2,4,20,3,13,27,27,60,30,71
03/04/2020,3,4,18,2,13,25,25,72,36,73
03/04/2020,4,5,16,2,13,24,24,80,40,69
03/04/2020,5,4,15,2,12,26,26,60,30,69
03/04/2020,6,4,14,2,12,25,25,54,27,62
03/04/2020,7,2,14,2,7,25,25,62,31,58
03/04/2020,8,2,13,2,7,25,25,56,28,57
03/04/2020,9,2,13,2,8,23,23,34,17,56
03/04/2020,10,2,11,2,9,19,19,26,13,55
03/04/2020,11,2,9,1,7,15,15,26,13,53
03/04/2020,12,2,9,1,8,12,12,22,11,51
03/04/2020,13,1,10,2,9,10,10,44,22,49
03/04/2020,14,1,12,1,13,7,7,22,11,45
03/04/2020,15,1,14,1,11,6,6,22,11,41
03/04/2020,16,1,14,1,12,4,4,26,13,35
03/04/2020,17,1,17,1,15,3,3,20,10,28
03/04/2020,18,1,22,4,20,3,3,16,8,27
03/04/2020,19,1,28,4,19,2,2,22,11,26
03/04/2020,20,1,28,5,24,3,3,24,12,24
03/04/2020,21,1,29,5,24,2,2,14,7,22
03/04/2020,22,1,27,7,27,1,1,16,8,22
03/04/2020,23,1,32,7,28,1,1,20,10,21
03/04/2020,24,1,33,7,32,2,2,22,11,18
03/04/2020,25,1,33,9,34,2,2,24,12,18
03/04/2020,26,1,34,9,35,2,2,22,11,20
03/04/2020,27,1,36,11,44,3,3,12,6,26
03/04/2020,28,1,35,12,47,2,2,16,8,25
03/04/2020,29,1,35,7,42,2,2,14,7,31
03/04/2020,30,1,34,7,33,2,2,18,9,32
03/04/2020,31,1,32,7,29,2,2,22,11,34
03/04/2020,32,1,28,7,27,3,3,22,11,37
03/04/2020,33,1,23,7,31,3,3,26,13,38
03/04/2020,34,1,19,6,27,5,5,24,12,38
03/04/2020,35,1,20,5,27,6,6,34,17,36
03/04/2020,36,1,20,3,24,5,5,24,12,32
03/04/2020,37,1,15,5,25,5,5,32,16,30
03/04/2020,38,1,17,3,23,5,5,26,13,30
03/04/2020,39,1,13,5,21,6,6,24,12,27
03/04/2020,40,1,11,5,20,7,7,18,9,25
03/04/2020,41,2,14,5,19,8,8,12,6,27
03/04/2020,42,2,16,5,18,10,10,12,6,30
03/04/2020,43,2,13,4,18,11,11,10,5,29
03/04/2020,44,2,12,3,18,13,13,12,6,28
03/04/2020,45,2,11,4,20,14,14,16,8,26
03/04/2020,46,2,11,3,21,17,17,30,15,23
03/04/2020,47,2,11,2,22,17,17,44,22,25
03/04/2020,48,2,11,2,27,16,16,52,26,28
04/04/2020,1,2,11,3,35,15,15,48,24,32
04/04/2020,2,3,11,3,37,15,15,50,25,38
04/04/2020,3,3,11,3,33,15,15,40,20,42
04/04/2020,4,3,9,3,33,15,15,36,18,45
04/04/2020,5,3,9,3,23,15,15,30,15,37
04/04/2020,6,3,9,3,24,12,12,26,13,42
04/04/2020,7,4,12,3,24,11,11,26,13,46
04/04/2020,8,5,12,3,25,11,11,24,12,50
04/04/2020,9,6,14,3,25,10,10,22,11,51
04/04/2020,10,6,15,3,29,10,10,14,7,51
04/04/2020,11,6,16,4,31,10,10,16,8,51
04/04/2020,12,7,18,4,31,9,9,12,6,50
04/04/2020,13,7,18,3,29,8,8,10,5,48
04/04/2020,14,7,18,1,26,8,8,12,6,46
04/04/2020,15,8,17,1,25,8,8,10,5,44
04/04/2020,16,9,21,1,23,9,9,8,4,40
04/04/2020,17,8,25,2,23,8,8,6,3,25
04/04/2020,18,7,27,2,22,8,8,6,3,26
04/04/2020,19,7,31,5,22,8,8,12,6,26
04/04/2020,20,8,36,8,24,7,7,12,6,28
04/04/2020,21,8,41,10,28,7,7,14,7,30
04/04/2020,22,8,45,15,32,7,7,18,9,30
04/04/2020,23,8,50,16,34,7,7,20,10,31
04/04/2020,24,9,57,21,40,6,6,20,10,36
04/04/2020,25,8,62,20,48,6,6,22,11,41
04/04/2020,26,8,60,22,56,3,3,24,12,45
04/04/2020,27,7,66,24,55,3,3,20,10,49
04/04/2020,28,7,63,25,66,4,4,22,11,49
04/04/2020,29,7,66,29,43,3,3,30,15,52
04/04/2020,30,6,64,27,59,3,3,50,25,56
04/04/2020,31,5,73,21,52,4,4,70,35,59
04/04/2020,32,5,69,18,54,3,3,78,39,60
04/04/2020,33,4,64,26,71,3,3,78,39,59
04/04/2020,34,4,65,21,66,5,5,78,39,57
04/04/2020,35,4,63,14,71,6,6,78,39,55
04/04/2020,36,4,64,13,65,7,7,78,39,56
04/04/2020,37,4,58,13,66,7,7,84,42,59
04/04/2020,38,5,60,14,67,7,7,84,42,67
04/04/2020,39,6,58,19,53,10,10,84,42,80
04/04/2020,40,7,63,21,56,10,10,80,40,94
04/04/2020,41,6,66,25,50,21,21,84,42,98
04/04/2020,42,7,71,25,54,28,28,82,41,100
04/04/2020,43,7,75,19,70,34,34,80,40,102
04/04/2020,44,8,76,17,65,55,55,82,41,100
04/04/2020,45,9,73,19,60,62,62,84,42,98
04/04/2020,46,10,73,20,67,64,64,84,42,97
04/04/2020,47,11,74,21,82,62,62,86,43,95
04/04/2020,48,11,77,18,82,57,57,84,42,93
05/04/2020,1,10,80,20,84,56,56,84,42,92
05/04/2020,2,10,78,15,81,58,58,86,43,91
05/04/2020,3,10,74,13,80,55,55,84,42,90
05/04/2020,4,10,73,11,79,52,52,84,42,90
05/04/2020,5,10,70,9,80,49,49,84,42,90
05/04/2020,6,10,67,6,76,46,46,84,42,91
05/04/2020,7,12,66,8,63,46,46,86,43,93
05/04/2020,8,15,63,7,69,50,50,88,44,94
05/04/2020,9,17,63,12,73,52,52,88,44,94
05/04/2020,10,19,63,12,75,52,52,88,44,95
05/04/2020,11,21,60,12,68,55,55,86,43,95
05/04/2020,12,23,59,11,70,54,54,86,43,95
05/04/2020,13,25,61,11,61,54,54,84,42,95
05/04/2020,14,25,67,10,61,55,55,88,44,95
05/04/2020,15,26,76,11,60,52,52,86,43,94
05/04/2020,16,26,72,11,60,52,52,88,44,94
05/04/2020,17,26,73,14,72,54,54,90,45,95
05/04/2020,18,26,75,14,65,52,52,88,44,95
05/04/2020,19,26,80,17,75,55,55,86,43,96
05/04/2020,20,27,80,18,72,53,53,90,45,97
05/04/2020,21,27,81,23,76,55,55,90,45,98
05/04/2020,22,27,82,21,72,53,53,90,45,100
05/04/2020,23,27,84,21,72,51,51,90,45,102
05/04/2020,24,27,86,21,73,48,48,90,45,102
05/04/2020,25,27,88,22,74,46,46,90,45,102
05/04/2020,26,27,89,22,74,46,46,90,45,102
05/04/2020,27,27,91,22,79,45,45,90,45,102
05/04/2020,28,27,91,31,86,45,45,90,45,102
05/04/2020,29,27,91,29,88,53,53,90,45,102
05/04/2020,30,28,92,29,109,52,52,90,45,102
05/04/2020,31,28,93,30,115,48,48,90,45,102
05/04/2020,32,29,92,32,116,47,47,90,45,103
05/04/2020,33,30,93,45,136,50,50,90,45,103
05/04/2020,34,30,93,46,139,52,52,90,45,103
05/04/2020,35,31,94,46,140,48,48,90,45,103
05/04/2020,36,32,94,42,127,49,49,90,45,103
05/04/2020,37,32,94,45,128,55,55,90,45,103
05/04/2020,38,33,94,48,126,59,59,90,45,103
05/04/2020,39,33,94,45,126,64,64,90,45,103
05/04/2020,40,32,94,46,124,67,67,90,45,103
05/04/2020,41,32,94,35,135,69,69,90,45,103
05/04/2020,42,32,94,36,132,71,71,90,45,103
05/04/2020,43,32,93,36,125,74,74,90,45,103
05/04/2020,44,32,93,42,130,67,67,90,45,103
05/04/2020,45,31,93,44,128,63,63,90,45,103
05/04/2020,46,31,94,41,137,65,65,90,45,103
05/04/2020,47,31,94,34,134,67,67,90,45,103
05/04/2020,48,31,93,40,137,61,61,90,45,103
06/04/2020,1,31,93,41,135,62,62,90,45,103
06/04/2020,2,31,94,39,135,62,62,90,45,103
06/04/2020,3,31,94,43,137,61,61,90,45,103
06/04/2020,4,31,94,47,134,59,59,90,45,103
06/04/2020,5,30,94,49,143,66,66,90,45,103
06/04/2020,6,30,94,53,135,63,63,90,45,103
06/04/2020,7,30,93,49,139,63,63,88,44,103
06/04/2020,8,29,92,52,138,62,62,88,44,102
06/04/2020,9,27,91,56,140,63,63,88,44,102
06/04/2020,10,25,90,55,140,63,63,88,44,101
06/04/2020,11,23,88,48,134,63,63,88,44,100
06/04/2020,12,22,87,48,131,62,62,88,44,99
06/04/2020,13,23,86,42,134,40,40,88,44,98
06/04/2020,14,25,85,41,133,38,38,86,43,95
06/04/2020,15,26,84,43,136,31,31,80,40,92
06/04/2020,16,27,84,40,135,28,28,80,40,86
06/04/2020,17,28,81,34,138,26,26,72,36,73
06/04/2020,18,30,80,32,136,23,23,70,35,58
06/04/2020,19,31,80,37,136,20,20,66,33,52
06/04/2020,20,31,79,37,131,19,19,58,29,50
06/04/2020,21,31,78,37,133,21,21,54,27,50
06/04/2020,22,31,77,36,128,17,17,50,25,52
06/04/2020,23,31,72,36,126,14,14,42,21,51
06/04/2020,24,31,73,33,113,12,12,36,18,51
06/04/2020,25,31,68,31,104,10,10,32,16,52
06/04/2020,26,30,70,29,96,8,8,28,14,53
06/04/2020,27,30,72,38,107,11,11,14,7,51
06/04/2020,28,30,71,33,94,8,8,18,9,51
06/04/2020,29,29,73,28,96,5,5,26,13,50
06/04/2020,30,28,65,24,84,4,4,20,10,52
06/04/2020,31,28,61,25,85,3,3,26,13,54
06/04/2020,32,27,57,23,71,3,3,32,16,55
06/04/2020,33,26,59,24,58,3,3,38,19,55
06/04/2020,34,25,51,20,48,2,2,30,15,54
06/04/2020,35,23,49,22,61,3,3,30,15,55
06/04/2020,36,20,36,18,47,3,3,38,19,56
06/04/2020,37,19,35,14,47,5,5,40,20,55
06/04/2020,38,19,35,11,30,6,6,32,16,53
06/04/2020,39,18,27,16,29,7,7,2,1,49
06/04/2020,40,17,24,13,18,7,7,0,0,46
06/04/2020,41,15,23,11,19,7,7,0,0,38
06/04/2020,42,14,16,5,16,7,7,0,0,39
06/04/2020,43,12,12,7,11,8,8,0,0,34
06/04/2020,44,11,12,5,11,8,8,0,0,30
06/04/2020,45,11,11,2,16,6,6,2,1,25
06/04/2020,46,11,9,1,16,6,6,4,2,19
06/04/2020,47,12,9,2,13,5,5,4,2,16
06/04/2020,48,11,7,1,13,3,3,4,2,12
07/04/2020,1,11,10,1,12,3,3,4,2,9
07/04/2020,2,11,8,1,13,3,3,2,1,7
07/04/2020,3,11,7,1,16,3,3,0,0,6
07/04/2020,4,11,6,2,15,2,2,0,0,5
07/04/2020,5,11,7,1,12,2,2,0,0,2
07/04/2020,6,11,6,1,12,2,2,0,0,1
07/04/2020,7,12,5,0,15,3,3,0,0,0
07/04/2020,8,12,6,0,15,3,3,0,0,0
07/04/2020,9,13,6,0,16,3,3,0,0,0
07/04/2020,10,14,6,0,16,4,4,0,0,0
07/04/2020,11,14,8,0,17,3,3,2,1,0
07/04/2020,12,15,8,0,15,5,5,2,1,0
07/04/2020,13,16,9,0,13,5,5,2,1,0
07/04/2020,14,18,9,0,11,5,5,2,1,0
07/04/2020,15,19,9,0,12,7,7,2,1,0
07/04/2020,16,20,11,1,12,7,7,4,2,1
07/04/2020,17,22,15,1,9,6,6,4,2,2
07/04/2020,18,24,16,2,10,6,6,6,3,3
07/04/2020,19,24,19,2,14,6,6,8,4,6
07/04/2020,20,24,25,3,18,6,6,10,5,10
07/04/2020,21,23,31,4,22,6,6,12,6,14
07/04/2020,22,23,36,5,27,6,6,20,10,20
07/04/2020,23,23,42,6,31,6,6,22,11,27
07/04/2020,24,22,47,9,37,5,5,26,13,33
07/04/2020,25,22,53,13,47,7,7,32,16,40
07/04/2020,26,23,56,14,50,6,6,30,15,46
07/04/2020,27,23,58,15,55,7,7,28,14,53
07/04/2020,28,24,61,16,62,7,7,34,17,57
07/04/2020,29,25,64,21,74,8,8,30,15,61
07/04/2020,30,25,65,19,74,9,9,26,13,72
07/04/2020,31,25,68,23,71,11,11,26,13,81
07/04/2020,32,24,70,20,68,13,13,28,14,87
07/04/2020,33,24,70,20,70,15,15,30,15,91
07/04/2020,34,23,69,16,62,16,16,32,16,93
07/04/2020,35,22,66,18,56,18,18,36,18,93
07/04/2020,36,20,62,14,52,21,21,40,20,93
07/04/2020,37,20,60,16,58,22,22,42,21,93
07/04/2020,38,20,55,14,69,23,23,40,20,93
07/04/2020,39,19,54,18,63,27,27,32,16,95
07/04/2020,40,19,48,14,57,39,39,32,16,96
07/04/2020,41,18,46,13,63,36,36,34,17,96
07/04/2020,42,19,43,9,54,34,34,28,14,97
07/04/2020,43,20,38,9,48,37,37,28,14,96
07/04/2020,44,21,36,8,44,35,35,34,17,93
07/04/2020,45,22,35,7,45,33,33,34,17,87
07/04/2020,46,22,32,6,41,30,30,28,14,81
07/04/2020,47,23,26,6,39,27,27,24,12,68
07/04/2020,48,22,20,5,36,23,23,16,8,57
08/04/2020,1,22,17,4,25,22,22,16,8,50
08/04/2020,2,20,15,4,27,21,21,8,4,41
08/04/2020,3,19,19,3,24,20,20,8,4,31
08/04/2020,4,16,15,2,24,19,19,6,3,22
08/04/2020,5,14,12,3,28,5,5,10,5,15
08/04/2020,6,12,12,3,25,4,4,10,5,9
08/04/2020,7,11,15,3,25,3,3,8,4,6
08/04/2020,8,9,12,3,25,3,3,6,3,4
08/04/2020,9,7,12,3,29,3,3,4,2,2
08/04/2020,10,5,10,1,29,2,2,0,0,1
08/04/2020,11,4,8,1,27,2,2,0,0,0
08/04/2020,12,3,8,1,28,2,2,0,0,0
08/04/2020,13,3,7,1,29,2,2,0,0,0
08/04/2020,14,3,7,1,27,2,2,0,0,0
08/04/2020,15,3,8,2,25,2,2,2,1,0
08/04/2020,16,2,8,2,22,3,3,0,0,0
08/04/2020,17,2,8,2,21,3,3,0,0,0
08/04/2020,18,2,9,2,21,3,3,0,0,1
08/04/2020,19,2,10,3,23,4,4,0,0,0
08/04/2020,20,2,9,2,23,4,4,0,0,0
08/04/2020,21,2,12,2,25,4,4,0,0,0
08/04/2020,22,2,14,4,28,6,6,0,0,0
08/04/2020,23,2,17,6,30,6,6,0,0,0
08/04/2020,24,2,21,7,34,7,7,0,0,1
08/04/2020,25,3,23,8,35,8,8,0,0,1
08/04/2020,26,3,22,11,44,9,9,0,0,1
08/04/2020,27,4,22,13,46,8,8,0,0,1
08/04/2020,28,4,20,13,42,9,9,0,0,1
08/04/2020,29,5,22,13,42,9,9,2,1,1
08/04/2020,30,7,21,10,35,11,11,2,1,1
08/04/2020,31,7,20,10,36,11,11,4,2,1
08/04/2020,32,6,18,9,26,11,11,4,2,2
08/04/2020,33,6,16,9,27,11,11,4,2,3
08/04/2020,34,6,14,7,21,11,11,2,1,4
08/04/2020,35,5,12,7,26,10,10,4,2,6
08/04/2020,36,5,9,5,19,9,9,2,1,9
08/04/2020,37,4,9,5,20,9,9,8,4,12
08/04/2020,38,3,8,3,13,9,9,12,6,14
08/04/2020,39,3,6,3,10,8,8,8,4,17
08/04/2020,40,2,8,2,5,8,8,6,3,17
08/04/2020,41,2,6,2,4,8,8,6,3,26
08/04/2020,42,1,7,0,2,8,8,4,2,26
08/04/2020,43,1,6,1,0,7,7,4,2,21
08/04/2020,44,1,6,1,0,6,6,6,3,17
08/04/2020,45,1,3,0,1,5,5,6,3,12
08/04/2020,46,1,2,0,1,4,4,4,2,6
08/04/2020,47,1,1,0,0,4,4,4,2,4
08/04/2020,48,1,1,0,0,4,4,6,3,3
09/04/2020,1,1,1,0,0,4,4,6,3,5
09/04/2020,2,1,2,0,0,4,4,4,2,10
09/04/2020,3,1,1,0,0,5,5,2,1,14
09/04/2020,4,1,1,0,0,6,6,0,0,27
09/04/2020,5,1,2,0,1,6,6,0,0,38
09/04/2020,6,1,2,0,2,7,7,2,1,43
09/04/2020,7,1,1,0,3,7,7,2,1,45
09/04/2020,8,1,2,1,5,7,7,2,1,46
09/04/2020,9,1,2,1,5,8,8,2,1,50
09/04/2020,10,1,3,1,6,7,7,4,2,56
09/04/2020,11,1,4,2,7,7,7,4,2,59
09/04/2020,12,1,4,2,9,8,8,4,2,60
09/04/2020,13,1,5,1,13,9,9,6,3,57
09/04/2020,14,1,5,1,13,9,9,6,3,51
09/04/2020,15,1,3,1,14,9,9,4,2,46
09/04/2020,16,1,4,1,13,9,9,4,2,37
09/04/2020,17,1,4,1,11,9,9,4,2,29
09/04/2020,18,2,4,1,10,8,8,4,2,23
09/04/2020,19,2,5,1,9,7,7,6,3,17
09/04/2020,20,3,5,1,7,9,9,8,4,15
09/04/2020,21,4,6,1,9,8,8,12,6,15
09/04/2020,22,5,7,1,8,8,8,14,7,17
09/04/2020,23,6,7,2,8,9,9,12,6,20
09/04/2020,24,7,7,3,6,11,11,14,7,26
09/04/2020,25,8,7,3,6,14,14,16,8,30
09/04/2020,26,8,7,2,6,17,17,20,10,34
09/04/2020,27,8,7,2,4,19,19,22,11,42
09/04/2020,28,8,7,2,4,24,24,28,14,42
09/04/2020,29,7,7,2,3,28,28,34,17,44
09/04/2020,30,7,7,2,2,33,33,48,24,47
09/04/2020,31,7,7,2,2,38,38,54,27,50
09/04/2020,32,6,7,3,2,42,42,56,28,50
09/04/2020,33,6,8,3,6,44,44,60,30,51
09/04/2020,34,5,8,3,5,46,46,58,29,51
09/04/2020,35,4,7,3,5,49,49,60,30,51
09/04/2020,36,4,7,3,5,51,51,50,25,53
09/04/2020,37,4,6,3,5,53,53,50,25,52
09/04/2020,38,4,6,4,5,51,51,54,27,53
09/04/2020,39,3,7,4,12,51,51,44,22,55
09/04/2020,40,3,7,5,11,52,52,44,22,56
09/04/2020,41,3,8,4,10,53,53,46,23,55
09/04/2020,42,3,9,4,9,50,50,42,21,54
09/04/2020,43,3,10,4,10,50,50,42,21,50
09/04/2020,44,4,11,3,9,48,48,38,19,47
09/04/2020,45,4,11,3,9,49,49,44,22,44
09/04/2020,46,4,11,2,8,49,49,42,21,43
09/04/2020,47,5,11,2,8,49,49,38,19,41
09/04/2020,48,5,10,2,6,48,48,30,15,41
10/04/2020,1,5,10,2,4,47,47,32,16,41
10/04/2020,2,5,10,2,3,46,46,30,15,41
10/04/2020,3,4,11,2,4,46,46,28,14,40
10/04/2020,4,4,11,1,4,42,42,30,15,36
10/04/2020,5,4,9,1,6,41,41,28,14,37
10/04/2020,6,3,8,1,6,36,36,30,15,38
10/04/2020,7,3,8,1,3,35,35,32,16,40
10/04/2020,8,3,8,1,3,32,32,28,14,44
10/04/2020,9,3,9,1,6,30,30,36,18,47
10/04/2020,10,3,8,0,6,28,28,38,19,48
10/04/2020,11,3,7,0,5,26,26,32,16,47
10/04/2020,12,2,7,0,4,25,25,36,18,43
10/04/2020,13,2,7,0,2,23,23,38,19,40
10/04/2020,14,2,6,0,0,16,16,34,17,38
10/04/2020,15,1,7,0,0,16,16,36,18,38
10/04/2020,16,1,6,0,0,16,16,30,15,40
10/04/2020,17,1,5,0,0,16,16,28,14,40
10/04/2020,18,1,5,0,0,17,17,24,12,42
10/04/2020,19,1,4,0,0,17,17,26,13,42
10/04/2020,20,1,4,0,0,16,16,20,10,40
10/04/2020,21,1,4,0,0,16,16,22,11,40
10/04/2020,22,1,5,0,0,15,15,20,10,41
10/04/2020,23,1,4,0,0,15,15,26,13,42
10/04/2020,24,1,4,0,0,15,15,32,16,42
10/04/2020,25,1,4,0,0,12,12,26,13,44
10/04/2020,26,1,4,0,0,14,14,28,14,45
10/04/2020,27,1,5,0,1,16,16,36,18,48
10/04/2020,28,1,5,0,1,18,18,38,19,49
10/04/2020,29,1,5,1,1,20,20,32,16,51
10/04/2020,30,1,6,1,2,21,21,36,18,54
10/04/2020,31,1,6,0,2,22,22,36,18,57
10/04/2020,32,1,6,0,2,23,23,42,21,58
10/04/2020,33,1,4,0,1,24,24,54,27,59
10/04/2020,34,1,4,0,1,25,25,56,28,61
10/04/2020,35,1,4,0,1,26,26,54,27,64
10/04/2020,36,1,5,0,1,27,27,54,27,71
10/04/2020,37,1,6,0,2,34,34,54,27,77
10/04/2020,38,1,5,1,3,36,36,60,30,86
10/04/2020,39,1,5,1,4,37,37,60,30,92
10/04/2020,40,2,6,1,5,42,42,62,31,94
10/04/2020,41,2,6,1,8,44,44,66,33,96
10/04/2020,42,2,6,1,10,45,45,60,30,97
10/04/2020,43,2,9,0,5,47,47,56,28,97
10/04/2020,44,2,4,0,7,52,52,50,25,96
10/04/2020,45,2,5,0,5,51,51,50,25,95
10/04/2020,46,2,6,0,7,51,51,44,22,94
10/04/2020,47,3,7,0,8,50,50,46,23,92
10/04/2020,48,3,8,1,7,48,48,44,22,91
11/04/2020,1,3,9,1,5,44,44,56,28,89
11/04/2020,2,3,10,3,7,37,37,66,33,85
11/04/2020,3,3,10,3,8,38,38,72,36,83
11/04/2020,4,3,8,2,9,70,70,72,36,73
11/04/2020,5,3,6,2,13,61,61,68,34,82
11/04/2020,6,3,6,1,15,36,36,60,30,69
11/04/2020,7,4,6,1,19,28,28,64,32,59
11/04/2020,8,4,6,1,19,20,20,56,28,53
11/04/2020,9,4,5,1,19,17,17,60,30,50
11/04/2020,10,5,6,1,20,14,14,62,31,49
11/04/2020,11,5,7,1,25,14,14,60,30,51
11/04/2020,12,6,6,1,27,16,16,44,22,51
11/04/2020,13,7,8,1,34,14,14,28,14,52
11/04/2020,14,9,9,1,34,12,12,26,13,55
11/04/2020,15,10,12,1,32,10,10,26,13,55
11/04/2020,16,12,12,1,33,8,8,22,11,49
11/04/2020,17,14,14,1,40,7,7,28,14,48
11/04/2020,18,17,15,2,39,5,5,34,17,40
11/04/2020,19,20,16,3,37,4,4,38,19,32
11/04/2020,20,22,18,4,38,4,4,32,16,25
11/04/2020,21,22,21,7,26,2,2,34,17,18
11/04/2020,22,22,22,7,28,2,2,22,11,12
11/04/2020,23,23,27,5,30,2,2,16,8,7
11/04/2020,24,24,27,5,31,3,3,16,8,5
11/04/2020,25,24,29,4,37,3,3,14,7,4
11/04/2020,26,24,29,6,38,2,2,14,7,3
11/04/2020,27,24,26,9,38,2,2,10,5,3
11/04/2020,28,25,36,9,33,2,2,10,5,3
11/04/2020,29,24,33,16,29,2,2,6,3,6
11/04/2020,30,25,30,13,27,2,2,6,3,7
11/04/2020,31,25,23,18,23,2,2,8,4,7
11/04/2020,32,25,22,12,22,2,2,8,4,8
11/04/2020,33,25,19,6,22,2,2,10,5,9
11/04/2020,34,25,18,5,22,2,2,16,8,11
11/04/2020,35,25,13,5,21,3,3,20,10,16
11/04/2020,36,24,14,5,18,3,3,24,12,24
11/04/2020,37,23,14,9,20,3,3,26,13,31
