FinancialYear,SettlementDate,SettlementPeriod,1,2,3,4,5,6,7,8,9
2023/15426,45337,43,7,6,1,14,20,20,76,38,61
2023/15427,45337,44,8,5,0,13,17,17,68,34,65
2023/15428,45337,45,6,8,1,6,28,28,66,33,51
2023/15429,45337,46,8,7,1,3,24,24,50,25,37
2023/15430,45337,47,10,4,1,2,18,18,36,18,34
2023/15431,45337,48,9,2,0,5,10,10,38,19,24
2023/15432,45338,1,6,0,1,2,11,11,38,19,35
2023/15433,45338,2,4,0,1,3,14,14,34,17,30
2023/15434,45338,3,6,0,0,2,15,15,48,24,30
2023/15435,45338,4,6,2,0,5,12,12,50,25,52
2023/15436,45338,5,7,3,0,5,9,9,44,22,62
2023/15437,45338,6,5,5,2,11,7,7,30,15,54
2023/15438,45338,7,7,5,2,17,6,6,30,15,37
2023/15439,45338,8,8,6,5,12,12,12,68,34,28
2023/15440,45338,9,7,12,4,9,25,25,48,24,18
2023/15441,45338,10,9,15,10,10,18,18,24,12,31
2023/15442,45338,11,8,11,1,7,28,28,22,11,32
2023/15443,45338,12,5,15,2,2,39,39,42,21,37
2023/15444,45338,13,5,15,1,2,23,23,50,25,43
2023/15445,45338,14,2,6,1,3,16,16,22,11,55
2023/15446,45338,15,2,4,2,2,9,9,50,25,55
2023/15447,45338,16,2,1,2,2,55,55,34,17,66
2023/15448,45338,17,2,2,1,3,32,32,38,19,66
2023/15449,45338,18,2,3,1,4,12,12,42,21,50
2023/15450,45338,19,1,2,1,6,21,21,62,31,58
2023/15451,45338,20,1,0,1,5,33,33,66,33,43
2023/15452,45338,21,1,1,0,5,48,48,66,33,41
2023/15453,45338,22,2,3,0,5,42,42,66,33,40
2023/15454,45338,23,2,4,1,5,26,26,60,30,41
2023/15455,45338,24,2,6,1,5,17,17,64,32,56
2023/15456,45338,25,1,5,0,3,17,17,70,35,54
2023/15457,45338,26,1,4,0,2,18,18,56,28,49
2023/15458,45338,27,1,2,0,1,19,19,48,24,46
2023/15459,45338,28,1,3,1,3,15,15,40,20,36
2023/15460,45338,29,1,3,0,2,14,14,24,12,32
2023/15461,45338,30,1,1,0,2,14,14,26,13,36
2023/15462,45338,31,1,2,0,1,13,13,38,19,33
2023/15463,45338,32,0,1,0,1,13,13,46,23,47
2023/15464,45338,33,0,0,0,2,12,12,50,25,42
2023/15465,45338,34,0,0,0,2,17,17,42,21,40
2023/15466,45338,35,0,0,0,1,30,30,48,24,47
2023/15467,45338,36,0,0,0,0,57,57,52,26,48
2023/15468,45338,37,0,0,0,0,60,60,54,27,47
2023/15469,45338,38,1,-1,0,0,58,58,48,24,62
2023/15470,45338,39,1,-1,0,0,56,56,36,18,58
2023/15471,45338,40,2,-1,0,0,50,50,34,17,40
2023/15472,45338,41,2,-1,0,0,41,41,32,16,31
2023/15473,45338,42,1,-1,0,0,29,29,28,14,26
2023/15474,45338,43,1,-1,0,1,23,23,26,13,24
2023/15475,45338,44,2,-1,0,0,20,20,24,12,16
2023/15476,45338,45,2,-1,0,0,15,15,24,12,11
2023/15477,45338,46,3,1,0,0,14,14,18,9,8
2023/15478,45338,47,6,3,1,2,13,13,20,10,9
2023/15479,45338,48,4,6,1,4,12,12,18,9,9
2023/15480,45339,1,4,8,0,5,9,9,16,8,11
2023/15481,45339,2,3,8,0,5,11,11,18,9,13
2023/15482,45339,3,3,6,0,2,10,10,14,7,15
2023/15483,45339,4,5,3,0,4,10,10,16,8,13
2023/15484,45339,5,4,1,0,1,8,8,16,8,5
2023/15485,45339,6,5,2,0,7,11,11,14,7,5
2023/15486,45339,7,7,6,0,3,7,7,14,7,9
2023/15487,45339,8,9,15,1,4,6,6,10,5,7
2023/15488,45339,9,8,19,2,7,7,7,8,4,1
2023/15489,45339,10,9,25,10,17,6,6,6,3,0
2023/15490,45339,11,7,20,1,14,4,4,4,2,1
2023/15491,45339,12,7,20,1,14,6,6,2,1,4
2023/15492,45339,13,9,24,1,14,7,7,2,1,4
2023/15493,45339,14,8,20,1,17,6,6,2,1,1
2023/15494,45339,15,7,24,2,24,4,4,2,1,4
2023/15495,45339,16,9,39,2,18,5,5,4,2,5
2023/15496,45339,17,10,38,2,24,8,8,4,2,15
2023/15497,45339,18,9,37,2,36,10,10,4,2,15
2023/15498,45339,19,10,41,4,39,18,18,10,5,25
2023/15499,45339,20,6,34,4,45,24,24,24,12,34
2023/15500,45339,21,6,46,7,46,20,20,22,11,28
2023/15501,45339,22,12,58,6,35,22,22,16,8,40
2023/15502,45339,23,13,42,7,40,25,25,12,6,51
2023/15503,45339,24,12,46,9,28,39,39,10,5,63
2023/15504,45339,25,8,39,11,28,49,49,26,13,71
2023/15505,45339,26,6,32,20,43,49,49,42,21,70
2023/15506,45339,27,17,33,26,39,38,38,44,22,71
2023/15507,45339,28,17,44,23,42,27,27,44,22,70
2023/15508,45339,29,20,37,20,41,21,21,48,24,64
2023/15509,45339,30,12,45,17,52,20,20,32,16,60
2023/15510,45339,31,20,60,23,55,13,13,40,20,87
2023/15511,45339,32,21,79,27,55,12,12,56,28,84
2023/15512,45339,33,25,83,35,50,15,15,60,30,95
2023/15513,45339,34,18,87,35,40,21,21,74,37,102
2023/15514,45339,35,21,87,36,51,28,28,66,33,103
2023/15515,45339,36,22,82,26,47,29,29,66,33,103
2023/15516,45339,37,14,51,13,19,30,30,80,40,103
2023/15517,45339,38,9,33,5,8,31,31,82,41,103
2023/15518,45339,39,7,21,8,20,41,41,80,40,103
2023/15519,45339,40,8,23,3,24,53,53,82,41,103
2023/15520,45339,41,9,14,4,33,64,64,82,41,103
2023/15521,45339,42,7,20,5,29,70,70,82,41,103
2023/15522,45339,43,5,19,5,26,73,73,82,41,103
2023/15523,45339,44,6,26,2,34,74,74,82,41,102
2023/15524,45339,45,8,25,5,49,75,75,82,41,103
2023/15525,45339,46,9,31,7,56,75,75,82,41,103
2023/15526,45339,47,9,29,6,45,74,74,82,41,101
2023/15527,45339,48,10,22,5,41,73,73,82,41,92
2023/15528,45340,1,15,16,2,28,74,74,82,41,98
2023/15529,45340,2,25,37,3,25,74,74,82,41,101
2023/15530,45340,3,18,39,5,21,74,74,82,41,103
2023/15531,45340,4,13,36,5,29,74,74,82,41,97
2023/15532,45340,5,12,39,6,30,74,74,82,41,73
2023/15533,45340,6,12,25,5,16,74,74,82,41,70
2023/15534,45340,7,3,24,5,18,74,74,72,36,97
2023/15535,45340,8,9,22,11,17,74,74,62,31,58
2023/15536,45340,9,12,23,20,10,74,74,58,29,40
2023/15537,45340,10,13,17,150,8,74,74,56,28,26
2023/15538,45340,11,23,16,9,7,74,74,52,26,22
2023/15539,45340,12,24,13,8,7,73,73,62,31,26
2023/15540,45340,13,15,16,2,9,75,75,50,25,38
2023/15541,45340,14,9,21,1,9,75,75,38,19,48
2023/15542,45340,15,13,16,6,9,75,75,34,17,64
2023/15543,45340,16,18,16,4,8,75,75,32,16,69
2023/15544,45340,17,19,16,2,13,75,75,28,14,63
2023/15545,45340,18,19,15,1,7,73,73,22,11,32
2023/15546,45340,19,19,14,3,5,58,58,30,15,15
2023/15547,45340,20,16,14,6,4,58,58,48,24,45
2023/15548,45340,21,15,13,6,9,76,76,48,24,47
2023/15549,45340,22,20,15,4,14,76,76,52,26,38
2023/15550,45340,23,23,15,7,19,74,74,80,40,37
2023/15551,45340,24,23,25,7,28,70,70,78,39,34
2023/15552,45340,25,20,31,14,25,57,57,50,25,28
2023/15553,45340,26,26,37,13,23,67,67,46,23,37
2023/15554,45340,27,27,45,11,38,57,57,52,26,61
2023/15555,45340,28,21,39,22,27,51,51,64,32,78
2023/15556,45340,29,16,39,24,27,43,43,74,37,73
2023/15557,45340,30,21,36,19,28,42,42,60,30,38
2023/15558,45340,31,23,42,13,26,32,32,78,39,22
2023/15559,45340,32,18,33,13,42,44,44,82,41,52
2023/15560,45340,33,15,31,13,52,64,64,82,41,59
2023/15561,45340,34,19,45,12,49,63,63,82,41,38
2023/15562,45340,35,13,42,12,32,56,56,80,40,18
2023/15563,45340,36,12,45,23,24,35,35,74,37,23
2023/15564,45340,37,15,50,25,48,20,20,58,29,33
2023/15565,45340,38,18,54,25,55,21,21,38,19,52
2023/15566,45340,39,19,44,16,51,29,29,22,11,73
2023/15567,45340,40,18,35,10,42,31,31,10,5,67
2023/15568,45340,41,15,27,6,39,29,29,12,6,67
2023/15569,45340,42,13,36,5,26,33,33,18,9,79
2023/15570,45340,43,24,46,5,20,34,34,32,16,81
2023/15571,45340,44,16,52,6,23,41,41,50,25,80
2023/15572,45340,45,12,28,2,20,39,39,72,36,66
2023/15573,45340,46,5,6,2,26,33,33,70,35,79
2023/15574,45340,47,3,23,11,38,31,31,66,33,77
2023/15575,45340,48,3,24,11,33,33,33,68,34,83
2023/15576,45341,1,5,39,16,70,30,30,92,46,97
2023/15577,45341,2,7,37,14,57,29,29,74,37,89
2023/15578,45341,3,7,53,11,48,32,32,76,38,94
2023/15579,45341,4,4,40,15,35,22,22,80,40,85
2023/15580,45341,5,6,32,16,78,28,28,82,41,64
2023/15581,45341,6,24,29,23,86,21,21,80,40,80
2023/15582,45341,7,22,35,34,62,18,18,80,40,91
2023/15583,45341,8,14,40,15,75,15,15,82,41,88
2023/15584,45341,9,9,44,14,78,19,19,82,41,89
2023/15585,45341,10,11,55,160,69,18,18,82,41,60
2023/15586,45341,11,19,70,13,80,21,21,82,41,75
2023/15587,45341,12,20,73,12,82,15,15,80,40,83
2023/15588,45341,13,28,71,21,93,22,22,82,41,72
2023/15589,45341,14,30,67,24,100,30,30,82,41,55
2023/15590,45341,15,31,76,28,104,47,47,80,40,72
2023/15591,45341,16,26,67,37,80,63,63,82,41,68
2023/15592,45341,17,25,66,39,71,30,30,82,41,95
2023/15593,45341,18,12,61,31,68,27,27,82,41,101
2023/15594,45341,19,24,62,22,68,35,35,82,41,100
2023/15595,45341,20,26,58,22,68,65,65,82,41,102
2023/15596,45341,21,27,60,19,58,70,70,82,41,97
2023/15597,45341,22,21,61,30,58,70,70,82,41,87
2023/15598,45341,23,22,55,29,65,62,62,82,41,94
2023/15599,45341,24,19,55,35,81,59,59,82,41,99
2023/15600,45341,25,18,59,34,66,53,53,82,41,97
2023/15601,45341,26,20,50,35,70,51,51,82,41,88
2023/15602,45341,27,18,49,23,76,44,44,82,41,95
2023/15603,45341,28,19,43,12,72,49,49,82,41,94
2023/15604,45341,29,16,58,19,58,45,45,82,41,99
2023/15605,45341,30,28,54,18,39,37,37,82,41,101
2023/15606,45341,31,25,47,21,51,29,29,82,41,102
2023/15607,45341,32,18,73,20,67,24,24,82,41,90
2023/15608,45341,33,10,69,23,66,16,16,82,41,70
2023/15609,45341,34,8,65,25,75,14,14,78,39,75
2023/15610,45341,35,10,58,12,70,17,17,76,38,80
2023/15611,45341,36,9,55,15,64,23,23,76,38,65
2023/15612,45341,37,12,36,13,59,24,24,74,37,81
2023/15613,45341,38,8,36,6,61,17,17,74,37,71
2023/15614,45341,39,4,26,9,43,16,16,80,40,84
2023/15615,45341,40,6,21,6,54,14,14,74,37,75
2023/15616,45341,41,14,18,10,75,12,12,74,37,55
2023/15617,45341,42,13,18,17,78,10,10,80,40,47
2023/15618,45341,43,13,21,16,87,8,8,68,34,49
2023/15619,45341,44,15,24,12,71,11,11,64,32,77
2023/15620,45341,45,23,28,12,64,14,14,66,33,66
2023/15621,45341,46,26,25,14,50,19,19,54,27,40
2023/15622,45341,47,28,27,16,38,19,19,50,25,40
2023/15623,45341,48,29,24,10,31,16,16,56,28,35
2023/15624,45342,1,31,34,10,52,10,10,50,25,49
2023/15625,45342,2,31,38,14,69,8,8,54,27,42
2023/15626,45342,3,31,52,25,76,5,5,64,32,34
2023/15627,45342,4,31,55,32,69,2,2,72,36,31
2023/15628,45342,5,31,56,32,98,6,6,68,34,29
2023/15629,45342,6,26,63,28,91,14,14,56,28,29
2023/15630,45342,7,19,72,20,130,17,17,48,24,23
2023/15631,45342,8,23,72,15,117,15,15,42,21,19
2023/15632,45342,9,31,81,11,91,15,15,50,25,25
2023/15633,45342,10,31,84,60,61,11,11,34,17,43
2023/15634,45342,11,26,90,7,93,8,8,32,16,58
2023/15635,45342,12,17,85,21,115,9,9,24,12,67
2023/15636,45342,13,17,74,26,137,14,14,48,24,65
2023/15637,45342,14,21,67,37,142,20,20,52,26,91
2023/15638,45342,15,17,70,46,142,29,29,68,34,103
2023/15639,45342,16,18,79,47,121,23,23,56,28,103
2023/15640,45342,17,20,86,43,132,24,24,64,32,103
2023/15641,45342,18,10,87,42,139,34,34,80,40,103
2023/15642,45342,19,22,84,40,142,43,43,82,41,103
2023/15643,45342,20,25,82,44,143,57,57,82,41,103
2023/15644,45342,21,19,76,52,141,65,65,82,41,102
2023/15645,45342,22,6,67,45,132,65,65,80,40,101
2023/15646,45342,23,19,60,40,127,64,64,80,40,99
2023/15647,45342,24,22,83,45,131,51,51,82,41,103
2023/15648,45342,25,20,87,43,128,58,58,80,40,86
2023/15649,45342,26,26,80,45,105,74,74,76,38,87
2023/15650,45342,27,20,80,43,100,75,75,68,34,75
2023/15651,45342,28,17,79,46,117,78,78,76,38,74
2023/15652,45342,29,26,74,45,74,78,78,82,41,86
2023/15653,45342,30,27,69,40,58,78,78,82,41,92
2023/15654,45342,31,29,76,42,65,78,78,76,38,103
2023/15655,45342,32,27,74,35,74,77,77,78,39,103
2023/15656,45342,33,18,82,47,81,71,71,82,41,101
2023/15657,45342,34,17,75,40,117,72,72,82,41,103
2023/15658,45342,35,17,84,28,144,76,76,82,41,103
2023/15659,45342,36,27,89,42,130,76,76,82,41,103
2023/15660,45342,37,17,85,48,96,77,77,82,41,103
2023/15661,45342,38,1,75,51,99,80,80,82,41,103
2023/15662,45342,39,2,66,49,71,80,80,82,41,102
2023/15663,45342,40,6,62,34,49,80,80,82,41,103
2023/15664,45342,41,9,68,25,48,80,80,82,41,100
2023/15665,45342,42,6,60,25,69,79,79,82,41,103
2023/15666,45342,43,14,35,15,66,79,79,82,41,103
2023/15667,45342,44,15,33,2,46,79,79,82,41,89
2023/15668,45342,45,6,18,4,32,74,74,82,41,76
2023/15669,45342,46,13,6,12,27,71,71,82,41,87
2023/15670,45342,47,14,9,9,22,75,75,82,41,86
2023/15671,45342,48,9,5,2,15,62,62,82,41,54
2023/15672,45343,1,12,7,1,18,35,35,80,40,47
2023/15673,45343,2,19,21,2,25,24,24,80,40,43
2023/15674,45343,3,5,38,2,29,29,29,72,36,27
2023/15675,45343,4,6,44,3,49,28,28,56,28,31
2023/15676,45343,5,7,56,5,54,18,18,38,19,39
2023/15677,45343,6,8,69,6,36,11,11,40,20,36
2023/15678,45343,7,13,67,5,67,13,13,64,32,54
2023/15679,45343,8,17,70,7,93,17,17,74,37,60
2023/15680,45343,9,15,76,10,99,27,27,72,36,71
2023/15681,45343,10,22,83,120,107,28,28,78,39,89
2023/15682,45343,11,29,88,15,120,29,29,80,40,103
2023/15683,45343,12,27,85,16,124,33,33,80,40,103
2023/15684,45343,13,26,85,20,124,54,54,82,41,103
2023/15685,45343,14,16,88,22,102,74,74,82,41,103
2023/15686,45343,15,16,92,26,105,68,68,80,40,103
2023/15687,45343,16,18,92,27,113,69,69,82,41,103
2023/15688,45343,17,23,90,25,116,67,67,82,41,103
2023/15689,45343,18,32,88,37,143,77,77,82,41,103
2023/15690,45343,19,31,88,49,140,80,80,82,41,103
2023/15691,45343,20,31,88,51,139,80,80,82,41,103
2023/15692,45343,21,29,88,55,138,80,80,82,41,103
2023/15693,45343,22,27,86,57,127,79,79,82,41,103
2023/15694,45343,23,29,82,55,106,80,80,82,41,103
2023/15695,45343,24,29,67,49,97,80,80,82,41,103
2023/15696,45343,25,29,55,44,100,80,80,82,41,103
2023/15697,45343,26,29,41,39,136,79,79,82,41,103
2023/15698,45343,27,20,31,44,146,78,78,82,41,103
2023/15699,45343,28,11,73,54,146,78,78,82,41,102
2023/15700,45343,29,16,88,56,139,78,78,82,41,103
2023/15701,45343,30,29,88,61,144,78,78,82,41,103
2023/15702,45343,31,30,87,62,134,78,78,82,41,103
2023/15703,45343,32,23,83,60,81,78,78,82,41,103
2023/15704,45343,33,24,80,54,59,78,78,82,41,103
2023/15705,45343,34,28,76,48,57,78,78,82,41,102
2023/15706,45343,35,18,68,34,49,78,78,82,41,99
2023/15707,45343,36,23,45,21,35,78,78,82,41,91
2023/15708,45343,37,32,27,21,15,78,78,82,41,85
2023/15709,45343,38,30,18,21,28,74,74,82,41,73
2023/15710,45343,39,28,21,21,55,77,77,82,41,60
2023/15711,45343,40,23,36,25,92,78,78,82,41,33
2023/15712,45343,41,20,63,36,59,72,72,80,40,30
2023/15713,45343,42,12,76,23,59,75,75,78,39,18
2023/15714,45343,43,16,64,19,69,74,74,78,39,20
2023/15715,45343,44,14,75,23,98,77,77,78,39,26
2023/15716,45343,45,10,74,26,106,77,77,76,38,41
2023/15717,45343,46,8,86,33,89,66,66,72,36,67
2023/15718,45343,47,15,88,42,104,52,52,72,36,92
2023/15719,45343,48,10,89,39,110,46,46,66,33,102
2023/15720,45344,1,2,86,34,122,58,58,72,36,101
2023/15721,45344,2,10,81,34,68,64,64,68,34,98
2023/15722,45344,3,18,74,28,61,68,68,64,32,91
2023/15723,45344,4,24,76,27,62,66,66,58,29,86
2023/15724,45344,5,19,76,52,64,75,75,60,30,97
2023/15725,45344,6,21,38,45,53,77,77,76,38,102
2023/15726,45344,7,24,53,46,65,59,59,72,36,102
2023/15727,45344,8,31,75,41,42,43,43,70,35,102
2023/15728,45344,9,30,55,16,26,42,42,80,40,102
2023/15729,45344,10,28,25,10,28,41,41,82,41,102
2023/15730,45344,11,25,24,6,47,46,46,80,40,102
2023/15731,45344,12,21,36,16,60,50,50,82,41,102
2023/15732,45344,13,18,25,11,44,56,56,82,41,102
2023/15733,45344,14,14,20,16,25,45,45,78,39,102
2023/15734,45344,15,10,24,14,40,64,64,80,40,102
2023/15735,45344,16,18,21,10,57,64,64,82,41,102
2023/15736,45344,17,19,13,8,50,72,72,82,41,73
2023/15737,45344,18,14,16,12,56,77,77,82,41,30
2023/15738,45344,19,15,15,4,51,79,79,82,41,6
2023/15739,45344,20,14,11,8,49,78,78,82,41,58
2023/15740,45344,21,11,13,2,39,78,78,82,41,47
2023/15741,45344,22,15,17,4,33,78,78,82,41,30
2023/15742,45344,23,19,12,3,53,78,78,82,41,3
2023/15743,45344,24,12,15,2,73,78,78,64,32,5
2023/15744,45344,25,11,15,3,85,78,78,50,25,2
2023/15745,45344,26,13,25,7,81,77,77,20,10,3
2023/15746,45344,27,14,41,12,68,78,78,12,6,5
2023/15747,45344,28,16,21,21,81,77,77,8,4,8
2023/15748,45344,29,12,28,18,59,48,48,2,1,12
2023/15749,45344,30,10,42,20,53,15,15,2,1,18
2023/15750,45344,31,9,51,19,66,69,69,6,3,50
2023/15751,45344,32,2,58,27,84,2,2,20,10,65
2023/15752,45344,33,6,50,28,84,42,42,62,31,81
2023/15753,45344,34,5,37,21,57,75,75,70,35,55
2023/15754,45344,35,3,39,10,48,77,77,80,40,67
2023/15755,45344,36,3,30,4,52,77,77,82,41,91
2023/15756,45344,37,7,50,4,46,75,75,82,41,99
2023/15757,45344,38,4,49,5,35,75,75,80,40,97
2023/15758,45344,39,10,43,7,60,77,77,82,41,97
2023/15759,45344,40,6,48,10,62,77,77,82,41,99
2023/15760,45344,41,4,43,11,57,77,77,82,41,99
2023/15761,45344,42,3,31,9,54,77,77,82,41,98
2023/15762,45344,43,2,33,3,49,77,77,82,41,95
2023/15763,45344,44,2,22,4,41,78,78,82,41,97
2023/15764,45344,45,3,30,8,34,78,78,82,41,97
2023/15765,45344,46,3,38,7,50,78,78,82,41,98
2023/15766,45344,47,4,36,7,48,78,78,82,41,87
2023/15767,45344,48,2,36,8,51,78,78,82,41,78
2023/15768,45345,1,2,43,11,50,78,78,82,41,96
2023/15769,45345,2,3,38,11,54,78,78,82,41,87
2023/15770,45345,3,4,29,9,59,77,77,82,41,85
2023/15771,45345,4,4,30,14,45,66,66,82,41,96
2023/15772,45345,5,4,38,10,53,61,61,82,41,97
2023/15773,45345,6,3,37,5,53,70,70,82,41,90
2023/15774,45345,7,3,40,6,41,74,74,80,40,86
2023/15775,45345,8,3,31,5,43,77,77,72,36,94
2023/15776,45345,9,2,41,6,44,78,78,80,40,99
2023/15777,45345,10,2,34,20,51,62,62,78,39,88
2023/15778,45345,11,1,33,4,47,59,59,74,37,77
2023/15779,45345,12,2,36,7,39,70,70,74,37,79
2023/15780,45345,13,3,34,7,47,74,74,64,32,88
2023/15781,45345,14,3,42,14,73,78,78,68,34,80
2023/15782,45345,15,2,39,10,50,78,78,72,36,78
2023/15783,45345,16,1,43,6,37,78,78,52,26,88
2023/15784,45345,17,2,34,9,54,75,75,30,15,76
2023/15785,45345,18,4,38,9,53,64,64,48,24,78
2023/15786,45345,19,3,49,10,27,62,62,80,40,80
2023/15787,45345,20,5,32,11,21,56,56,82,41,84
2023/15788,45345,21,4,16,5,27,48,48,76,38,90
2023/15789,45345,22,4,16,8,46,45,45,82,41,93
2023/15790,45345,23,8,13,10,17,46,46,80,40,95
2023/15791,45345,24,4,30,15,18,36,36,80,40,96
2023/15792,45345,25,4,22,8,8,29,29,78,39,97
2023/15793,45345,26,4,7,12,19,30,30,52,26,94
2023/15794,45345,27,5,13,13,17,37,37,40,20,91
2023/15795,45345,28,5,20,13,17,55,55,32,16,80
2023/15796,45345,29,6,18,8,13,77,77,22,11,55
2023/15797,45345,30,6,22,4,16,79,79,16,8,44
2023/15798,45345,31,10,26,7,27,74,74,6,3,26
2023/15799,45345,32,8,33,6,24,67,67,6,3,19
2023/15800,45345,33,11,16,3,21,67,67,6,3,11
2023/15801,45345,34,7,12,1,15,67,67,18,9,5
2023/15802,45345,35,7,7,4,8,64,64,12,6,7
2023/15803,45345,36,4,3,6,4,56,56,14,7,11
2023/15804,45345,37,5,4,6,11,62,62,12,6,26
2023/15805,45345,38,10,4,6,8,45,45,12,6,19
2023/15806,45345,39,9,5,5,6,44,44,22,11,9
2023/15807,45345,40,8,8,1,7,41,41,24,12,9
2023/15808,45345,41,6,5,2,3,38,38,32,16,9
2023/15809,45345,42,8,1,3,5,9,9,30,15,8
2023/15810,45345,43,8,4,1,10,10,10,22,11,10
2023/15811,45345,44,3,6,1,6,6,6,26,13,7
2023/15812,45345,45,5,9,0,21,9,9,34,17,6
2023/15813,45345,46,5,13,3,22,12,12,26,13,12
2023/15814,45345,47,3,8,2,20,12,12,18,9,12
2023/15815,45345,48,3,17,3,19,10,10,18,9,12
2023/15816,45346,1,2,12,3,16,9,9,18,9,12
2023/15817,45346,2,4,7,2,13,10,10,8,4,7
2023/15818,45346,3,4,7,1,11,9,9,2,1,3
2023/15819,45346,4,4,5,2,14,5,5,14,7,5
2023/15820,45346,5,3,4,1,16,3,3,12,6,5
2023/15821,45346,6,2,6,1,15,3,3,6,3,2
2023/15822,45346,7,1,5,0,10,3,3,2,1,3
2023/15823,45346,8,1,4,0,6,6,6,2,1,2
2023/15824,45346,9,1,0,0,2,8,8,4,2,3
2023/15825,45346,10,2,0,0,3,7,7,10,5,1
2023/15826,45346,11,2,-1,0,4,11,11,4,2,2
2023/15827,45346,12,2,-1,0,4,12,12,4,2,2
2023/15828,45346,13,3,-1,0,3,13,13,2,1,2
2023/15829,45346,14,6,-1,0,3,16,16,2,1,2
2023/15830,45346,15,5,-1,0,3,11,11,4,2,2
2023/15831,45346,16,1,-1,0,3,9,9,2,1,3
2023/15832,45346,17,1,-1,0,3,9,9,2,1,3
2023/15833,45346,18,2,-1,0,1,6,6,2,1,2
2023/15834,45346,19,1,-1,0,0,5,5,2,1,2
2023/15835,45346,20,1,0,0,0,5,5,2,1,2
2023/15836,45346,21,1,-1,0,0,5,5,2,1,2
2023/15837,45346,22,1,0,0,0,6,6,2,1,2
2023/15838,45346,23,1,0,0,0,8,8,4,2,2
2023/15839,45346,24,1,1,0,0,5,5,2,1,2
2023/15840,45346,25,3,0,0,0,2,2,2,1,2
2023/15841,45346,26,3,0,0,0,1,1,2,1,2
2023/15842,45346,27,6,1,0,0,32,32,2,1,2
2023/15843,45346,28,1,1,0,0,60,60,0,0,2
2023/15844,45346,29,2,-1,0,0,54,54,0,0,2
2023/15845,45346,30,3,0,0,0,46,46,0,0,2
2023/15846,45346,31,3,1,0,0,43,43,0,0,2
2023/15847,45346,32,2,-1,0,0,34,34,0,0,2
2023/15848,45346,33,2,-1,0,0,25,25,0,0,4
2023/15849,45346,34,1,-1,0,0,19,19,0,0,6
2023/15850,45346,35,0,-1,0,0,16,16,0,0,5
2023/15851,45346,36,0,-1,0,0,9,9,0,0,1
2023/15852,45346,37,0,-1,0,0,4,4,0,0,4
2023/15853,45346,38,0,-1,0,0,12,12,0,0,4
2023/15854,45346,39,0,-1,0,0,9,9,0,0,4
2023/15855,45346,40,0,-1,0,0,7,7,0,0,7
2023/15856,45346,41,0,-1,0,0,6,6,0,0,6
2023/15857,45346,42,0,-1,0,0,2,2,0,0,6
2023/15858,45346,43,1,-1,0,0,2,2,0,0,7
2023/15859,45346,44,1,0,0,0,2,2,0,0,7
2023/15860,45346,45,1,0,0,0,2,2,0,0,8
2023/15861,45346,46,2,-1,0,0,1,1,2,1,8
2023/15862,45346,47,2,-1,0,0,1,1,2,1,7
2023/15863,45346,48,3,0,0,0,2,2,0,0,5
2023/15864,45347,1,2,-1,0,0,3,3,2,1,3
2023/15865,45347,2,3,-1,0,0,3,3,2,1,3
2023/15866,45347,3,3,-1,0,0,2,2,2,1,2
2023/15867,45347,4,2,1,0,0,1,1,0,0,4
2023/15868,45347,5,2,1,0,0,1,1,0,0,2
2023/15869,45347,6,1,1,0,0,1,1,0,0,2
2023/15870,45347,7,1,1,0,0,1,1,0,0,2
2023/15871,45347,8,2,0,0,0,1,1,0,0,1
2023/15872,45347,9,2,0,0,1,1,1,0,0,2
2023/15873,45347,10,1,1,0,0,1,1,0,0,1
2023/15874,45347,11,2,2,0,1,1,1,0,0,1
2023/15875,45347,12,1,1,0,0,2,2,0,0,1
2023/15876,45347,13,1,-1,0,0,4,4,0,0,1
2023/15877,45347,14,1,-1,0,0,6,6,0,0,1
2023/15878,45347,15,1,-1,0,0,6,6,2,1,2
2023/15879,45347,16,1,-1,0,0,5,5,2,1,2
2023/15880,45347,17,1,-1,0,1,7,7,4,2,3
2023/15881,45347,18,0,-1,0,2,10,10,4,2,3
2023/15882,45347,19,0,-1,0,2,11,11,4,2,5
2023/15883,45347,20,0,0,1,2,14,14,4,2,3
2023/15884,45347,21,1,0,1,4,18,18,4,2,1
2023/15885,45347,22,1,1,1,6,16,16,2,1,3
2023/15886,45347,23,1,2,2,7,23,23,2,1,5
2023/15887,45347,24,1,5,2,8,22,22,4,2,10
2023/15888,45347,25,2,6,3,8,26,26,4,2,10
2023/15889,45347,26,2,8,4,6,29,29,4,2,8
2023/15890,45347,27,1,9,7,7,19,19,6,3,6
2023/15891,45347,28,2,13,9,9,27,27,10,5,5
2023/15892,45347,29,2,9,10,10,37,37,14,7,8
2023/15893,45347,30,2,10,11,14,42,42,20,10,15
2023/15894,45347,31,1,8,12,17,44,44,26,13,27
2023/15895,45347,32,2,16,12,15,47,47,30,15,36
2023/15896,45347,33,4,18,9,12,38,38,36,18,47
2023/15897,45347,34,5,20,9,10,56,56,42,21,57
2023/15898,45347,35,6,22,10,13,75,75,46,23,60
2023/15899,45347,36,6,27,15,10,78,78,48,24,53
2023/15900,45347,37,3,23,12,7,80,80,48,24,57
2023/15901,45347,38,3,17,10,12,80,80,70,35,65
2023/15902,45347,39,4,17,9,16,80,80,80,40,72
2023/15903,45347,40,5,14,7,17,80,80,76,38,72
2023/15904,45347,41,5,15,7,18,80,80,78,39,88
