FinancialYear,SettlementDate,SettlementPeriod,1,2,3,4,5,6,7,8,9
2021/22,44333,30,3,13,12,0,5,5,0,0,1
2021/22,44333,31,3,16,12,0,18,18,0,0,0
2021/22,44333,32,3,18,15,0,12,12,0,0,0
2021/22,44333,33,2,25,17,0,4,4,0,0,0
2021/22,44333,34,1,23,19,0,2,2,0,0,0
2021/22,44333,35,2,22,17,0,3,3,0,0,0
2021/22,44333,36,1,17,16,0,2,2,0,0,1
2021/22,44333,37,1,17,11,0,6,6,0,0,2
2021/22,44333,38,1,17,15,0,16,16,0,0,2
2021/22,44333,39,1,20,16,0,20,20,0,0,2
2021/22,44333,40,1,12,13,0,15,15,0,0,1
2021/22,44333,41,1,6,14,0,14,14,0,0,1
2021/22,44333,42,1,7,13,0,15,15,2,1,2
2021/22,44333,43,1,8,9,0,21,21,2,1,1
2021/22,44333,44,1,11,9,0,43,43,4,2,6
2021/22,44333,45,1,15,6,0,5,5,8,4,5
2021/22,44333,46,1,13,6,0,24,24,6,3,10
2021/22,44333,47,1,12,7,0,2,2,6,3,12
2021/22,44333,48,1,7,4,0,5,5,10,5,19
2021/22,44334,1,1,3,2,0,8,8,18,9,23
2021/22,44334,2,1,2,3,0,10,10,12,6,35
2021/22,44334,3,1,4,3,0,14,14,10,5,24
2021/22,44334,4,1,7,2,0,13,13,12,6,26
2021/22,44334,5,1,9,3,0,11,11,14,7,27
2021/22,44334,6,1,9,5,0,12,12,6,3,34
2021/22,44334,7,1,10,7,0,14,14,8,4,31
2021/22,44334,8,1,8,5,0,14,14,10,5,30
2021/22,44334,9,1,8,5,0,11,11,16,8,17
2021/22,44334,10,1,5,70,0,8,8,18,9,12
2021/22,44334,11,1,4,6,0,5,5,18,9,8
2021/22,44334,12,1,6,4,0,3,3,14,7,15
2021/22,44334,13,1,4,3,0,2,2,10,5,15
2021/22,44334,14,1,3,3,0,5,5,8,4,14
2021/22,44334,15,3,3,4,0,5,5,12,6,13
2021/22,44334,16,3,4,3,0,1,1,10,5,12
2021/22,44334,17,3,6,2,0,4,4,8,4,11
2021/22,44334,18,2,11,3,0,4,4,10,5,6
2021/22,44334,19,3,7,2,0,3,3,10,5,2
2021/22,44334,20,2,5,2,0,3,3,6,3,3
2021/22,44334,21,1,4,9,0,3,3,6,3,3
2021/22,44334,22,2,7,2,0,3,3,4,2,1
2021/22,44334,23,2,10,5,0,1,1,4,2,1
2021/22,44334,24,2,7,1,0,2,2,2,1,1
2021/22,44334,25,2,6,2,0,4,4,2,1,5
2021/22,44334,26,2,6,4,0,4,4,4,2,5
2021/22,44334,27,1,9,7,0,3,3,0,0,4
2021/22,44334,28,2,11,2,0,14,14,0,0,1
2021/22,44334,29,2,14,3,0,17,17,0,0,7
2021/22,44334,30,3,16,1,0,21,21,0,0,14
2021/22,44334,31,3,16,2,0,33,33,0,0,12
2021/22,44334,32,2,12,1,0,64,64,0,0,12
2021/22,44334,33,2,12,5,0,60,60,6,3,14
2021/22,44334,34,2,13,3,0,38,38,14,7,28
2021/22,44334,35,2,14,3,0,2,2,26,13,47
2021/22,44334,36,2,11,2,0,7,7,28,14,70
2021/22,44334,37,1,8,1,0,15,15,28,14,62
2021/22,44334,38,1,11,2,0,10,10,40,20,57
2021/22,44334,39,1,14,3,0,10,10,26,13,42
2021/22,44334,40,1,13,4,0,15,15,16,8,31
2021/22,44334,41,1,14,10,0,23,23,18,9,37
2021/22,44334,42,1,13,16,0,24,24,36,18,24
2021/22,44334,43,1,14,13,0,28,28,34,17,5
2021/22,44334,44,1,9,11,0,26,26,42,21,22
2021/22,44334,45,1,9,9,0,28,28,36,18,22
2021/22,44334,46,1,10,9,0,13,13,14,7,25
2021/22,44334,47,1,7,10,0,10,10,8,4,26
2021/22,44334,48,1,5,5,0,13,13,8,4,21
2021/22,44335,1,1,5,2,0,13,13,12,6,16
2021/22,44335,2,1,4,7,0,14,14,12,6,15
2021/22,44335,3,1,2,1,0,12,12,12,6,8
2021/22,44335,4,1,3,1,0,12,12,6,3,9
2021/22,44335,5,1,6,1,0,10,10,6,3,10
2021/22,44335,6,1,6,2,0,14,14,8,4,7
2021/22,44335,7,1,6,2,0,12,12,8,4,6
2021/22,44335,8,1,7,4,0,8,8,6,3,11
2021/22,44335,9,1,7,6,0,2,2,6,3,14
2021/22,44335,10,2,7,70,0,1,1,4,2,12
2021/22,44335,11,2,7,4,0,3,3,2,1,5
2021/22,44335,12,2,5,2,0,7,7,4,2,5
2021/22,44335,13,2,4,1,0,6,6,4,2,7
2021/22,44335,14,1,3,1,0,4,4,2,1,5
2021/22,44335,15,1,3,2,0,3,3,2,1,5
2021/22,44335,16,1,3,1,0,2,2,0,0,8
2021/22,44335,17,2,5,3,0,1,1,0,0,11
2021/22,44335,18,2,4,4,0,1,1,0,0,10
2021/22,44335,19,2,5,5,0,1,1,0,0,8
2021/22,44335,20,2,8,6,0,1,1,2,1,6
2021/22,44335,21,2,9,7,0,2,2,2,1,7
2021/22,44335,22,2,10,5,0,2,2,2,1,6
2021/22,44335,23,2,8,5,0,3,3,2,1,5
2021/22,44335,24,3,8,7,0,2,2,4,2,2
2021/22,44335,25,5,8,5,0,4,4,4,2,7
2021/22,44335,26,5,11,5,0,3,3,4,2,2
2021/22,44335,27,5,13,5,0,1,1,2,1,4
2021/22,44335,28,5,18,6,0,2,2,2,1,5
2021/22,44335,29,5,23,8,0,5,5,2,1,7
2021/22,44335,30,5,25,8,0,2,2,2,1,28
2021/22,44335,31,4,23,6,0,3,3,2,1,5
2021/22,44335,32,3,20,7,0,3,3,2,1,9
2021/22,44335,33,2,26,6,0,1,1,2,1,15
2021/22,44335,34,2,22,3,0,6,6,6,3,20
2021/22,44335,35,2,20,3,0,4,4,14,7,9
2021/22,44335,36,2,19,2,0,50,50,4,2,5
2021/22,44335,37,2,21,5,0,21,21,2,1,7
2021/22,44335,38,1,18,11,0,2,2,12,6,11
2021/22,44335,39,1,15,8,0,1,1,4,2,6
2021/22,44335,40,1,9,5,0,5,5,2,1,5
2021/22,44335,41,1,3,2,0,17,17,0,0,1
2021/22,44335,42,1,3,1,0,14,14,0,0,4
2021/22,44335,43,1,4,1,0,14,14,2,1,8
2021/22,44335,44,1,3,2,0,6,6,6,3,18
2021/22,44335,45,1,3,2,0,2,2,2,1,21
2021/22,44335,46,1,1,1,0,7,7,4,2,27
2021/22,44335,47,1,2,1,0,5,5,2,1,28
2021/22,44335,48,1,0,1,0,3,3,2,1,22
2021/22,44336,1,1,0,1,0,3,3,6,3,33
2021/22,44336,2,1,3,0,0,6,6,14,7,26
2021/22,44336,3,1,3,0,0,5,5,16,8,24
2021/22,44336,4,1,2,0,0,5,5,18,9,21
2021/22,44336,5,1,3,0,0,5,5,14,7,16
2021/22,44336,6,1,6,2,0,4,4,6,3,16
2021/22,44336,7,1,12,2,0,4,4,4,2,13
2021/22,44336,8,1,17,4,0,3,3,10,5,13
2021/22,44336,9,2,15,2,0,2,2,8,4,14
2021/22,44336,10,4,15,20,0,1,1,2,1,8
2021/22,44336,11,4,13,3,0,4,4,0,0,3
2021/22,44336,12,3,20,4,0,5,5,0,0,2
2021/22,44336,13,5,24,4,0,3,3,2,1,10
2021/22,44336,14,9,23,2,0,4,4,2,1,12
2021/22,44336,15,8,21,2,0,7,7,8,4,4
2021/22,44336,16,9,19,8,0,10,10,16,8,16
2021/22,44336,17,11,24,8,0,16,16,26,13,30
2021/22,44336,18,13,37,10,0,26,26,36,18,48
2021/22,44336,19,12,34,8,0,31,31,56,28,65
2021/22,44336,20,13,39,12,0,41,41,72,36,82
2021/22,44336,21,11,58,16,0,60,60,70,35,87
2021/22,44336,22,15,50,18,0,56,56,64,32,81
2021/22,44336,23,15,69,20,0,74,74,64,32,82
2021/22,44336,24,15,82,25,0,78,78,66,33,92
2021/22,44336,25,19,88,40,0,79,79,84,42,96
2021/22,44336,26,20,87,22,0,77,77,86,43,96
2021/22,44336,27,21,88,33,0,80,80,88,44,100
2021/22,44336,28,13,88,36,0,80,80,86,43,100
2021/22,44336,29,17,91,29,0,80,80,80,40,102
2021/22,44336,30,25,92,44,0,80,80,88,44,97
2021/22,44336,31,19,92,20,0,80,80,88,44,100
2021/22,44336,32,26,92,20,0,80,80,88,44,103
2021/22,44336,33,27,91,42,0,80,80,88,44,103
2021/22,44336,34,27,89,23,0,80,80,88,44,103
2021/22,44336,35,20,87,15,0,79,79,88,44,103
2021/22,44336,36,19,88,21,0,80,80,88,44,103
2021/22,44336,37,26,85,31,0,80,80,88,44,103
2021/22,44336,38,14,81,30,0,80,80,88,44,103
2021/22,44336,39,13,82,7,0,79,79,88,44,103
2021/22,44336,40,26,80,28,0,80,80,88,44,103
2021/22,44336,41,12,69,28,0,80,80,88,44,103
2021/22,44336,42,14,65,27,0,78,78,88,44,103
2021/22,44336,43,14,53,27,0,79,79,88,44,103
2021/22,44336,44,14,49,28,0,80,80,88,44,102
2021/22,44336,45,27,44,5,0,79,79,88,44,99
2021/22,44336,46,28,45,17,0,79,79,88,44,98
2021/22,44336,47,28,39,9,0,78,78,86,43,102
2021/22,44336,48,24,42,17,0,77,77,88,44,102
2021/22,44337,1,29,43,17,0,79,79,88,44,101
2021/22,44337,2,29,45,16,0,77,77,88,44,102
2021/22,44337,3,5,45,15,0,77,77,88,44,102
2021/22,44337,4,28,49,15,0,77,77,88,44,103
2021/22,44337,5,28,53,14,0,78,78,88,44,103
2021/22,44337,6,27,60,14,0,78,78,88,44,103
2021/22,44337,7,19,68,16,0,80,80,88,44,103
2021/22,44337,8,27,62,21,0,79,79,88,44,103
2021/22,44337,9,27,65,20,0,77,77,88,44,102
2021/22,44337,10,20,61,210,0,79,79,88,44,101
2021/22,44337,11,16,52,24,0,80,80,88,44,101
2021/22,44337,12,19,57,26,0,80,80,88,44,102
2021/22,44337,13,25,56,29,0,79,79,88,44,103
2021/22,44337,14,29,61,31,0,79,79,88,44,103
2021/22,44337,15,12,60,26,0,77,77,88,44,103
2021/22,44337,16,29,68,24,0,76,76,88,44,103
2021/22,44337,17,29,69,32,0,75,75,88,44,103
2021/22,44337,18,28,70,35,0,75,75,88,44,103
2021/22,44337,19,2,75,41,0,75,75,88,44,103
2021/22,44337,20,29,79,41,0,75,75,88,44,103
2021/22,44337,21,27,76,40,0,75,75,88,44,103
2021/22,44337,22,29,73,40,0,75,75,88,44,103
2021/22,44337,23,27,80,37,0,75,75,88,44,103
2021/22,44337,24,26,83,32,0,74,74,88,44,101
2021/22,44337,25,26,85,39,0,74,74,88,44,101
2021/22,44337,26,25,87,42,0,74,74,86,43,98
2021/22,44337,27,25,88,46,0,74,74,88,44,100
2021/22,44337,28,3,89,46,0,74,74,88,44,96
2021/22,44337,29,23,91,49,0,74,74,88,44,98
2021/22,44337,30,26,90,53,0,74,74,88,44,96
2021/22,44337,31,27,91,55,0,73,73,88,44,101
2021/22,44337,32,26,91,57,0,73,73,88,44,103
2021/22,44337,33,24,91,56,0,74,74,88,44,102
2021/22,44337,34,22,90,55,0,75,75,88,44,100
2021/22,44337,35,21,90,58,0,75,75,88,44,93
2021/22,44337,36,20,88,54,0,75,75,88,44,48
2021/22,44337,37,22,84,53,0,75,75,88,44,15
2021/22,44337,38,18,79,53,0,75,75,88,44,19
2021/22,44337,39,16,75,53,0,75,75,88,44,55
2021/22,44337,40,12,80,45,0,75,75,88,44,82
2021/22,44337,41,11,77,54,0,75,75,88,44,100
2021/22,44337,42,9,76,55,0,75,75,88,44,75
2021/22,44337,43,11,69,49,0,76,76,88,44,73
2021/22,44337,44,11,63,40,0,75,75,86,43,73
2021/22,44337,45,8,52,29,0,75,75,88,44,75
2021/22,44337,46,9,46,16,0,75,75,88,44,69
2021/22,44337,47,7,48,17,0,77,77,88,44,83
2021/22,44337,48,11,43,19,0,78,78,88,44,101
2021/22,44338,1,10,49,20,0,78,78,88,44,103
2021/22,44338,2,10,54,18,0,78,78,88,44,103
2021/22,44338,3,8,48,21,0,78,78,86,43,103
2021/22,44338,4,8,28,21,0,78,78,84,42,103
2021/22,44338,5,5,23,15,0,78,78,84,42,103
2021/22,44338,6,4,20,15,0,78,78,84,42,103
2021/22,44338,7,9,18,19,0,78,78,88,44,103
2021/22,44338,8,10,13,18,0,78,78,88,44,103
2021/22,44338,9,6,7,16,0,78,78,88,44,103
2021/22,44338,10,10,3,140,0,71,71,88,44,103
2021/22,44338,11,11,5,12,0,68,68,88,44,103
2021/22,44338,12,8,8,11,0,43,43,88,44,103
2021/22,44338,13,11,7,7,0,37,37,88,44,103
2021/22,44338,14,13,7,2,0,39,39,88,44,103
2021/22,44338,15,12,7,7,0,37,37,88,44,103
2021/22,44338,16,11,8,8,0,36,36,88,44,103
2021/22,44338,17,9,8,7,0,35,35,88,44,103
2021/22,44338,18,12,6,3,0,41,41,88,44,103
2021/22,44338,19,6,6,1,0,35,35,88,44,94
2021/22,44338,20,10,8,1,0,18,18,88,44,87
2021/22,44338,21,7,6,1,0,19,19,84,42,99
2021/22,44338,22,7,8,3,0,11,11,80,40,93
2021/22,44338,23,9,8,2,0,4,4,74,37,75
2021/22,44338,24,10,9,3,0,2,2,70,35,70
2021/22,44338,25,12,3,3,0,1,1,68,34,45
2021/22,44338,26,11,4,1,0,3,3,60,30,32
2021/22,44338,27,10,4,2,0,6,6,74,37,31
2021/22,44338,28,8,4,4,0,2,2,48,24,24
2021/22,44338,29,6,4,6,0,1,1,38,19,19
2021/22,44338,30,5,11,7,0,1,1,30,15,13
2021/22,44338,31,7,20,6,0,3,3,24,12,5
2021/22,44338,32,4,19,5,0,4,4,18,9,2
2021/22,44338,33,4,25,9,0,3,3,12,6,15
2021/22,44338,34,5,23,11,0,3,3,4,2,10
2021/22,44338,35,6,23,9,0,3,3,0,0,3
2021/22,44338,36,7,24,10,0,4,4,0,0,2
2021/22,44338,37,6,21,11,0,2,2,0,0,4
2021/22,44338,38,5,24,12,0,4,4,0,0,1
2021/22,44338,39,4,19,17,0,7,7,0,0,1
2021/22,44338,40,4,17,16,0,7,7,0,0,1
2021/22,44338,41,3,17,13,0,6,6,0,0,1
2021/22,44338,42,4,16,8,0,6,6,0,0,1
2021/22,44338,43,3,8,5,0,4,4,0,0,3
2021/22,44338,44,1,4,2,0,17,17,2,1,3
2021/22,44338,45,1,5,7,0,16,16,2,1,4
2021/22,44338,46,1,2,2,0,1,1,2,1,6
2021/22,44338,47,1,2,2,0,4,4,2,1,12
2021/22,44338,48,1,2,1,0,12,12,6,3,9
2021/22,44339,1,1,2,2,0,16,16,18,9,8
2021/22,44339,2,1,7,1,0,15,15,14,7,26
2021/22,44339,3,1,8,1,0,12,12,20,10,31
2021/22,44339,4,1,8,1,0,15,15,30,15,30
2021/22,44339,5,1,12,2,0,23,23,30,15,32
2021/22,44339,6,1,24,1,0,27,27,30,15,22
2021/22,44339,7,1,19,1,0,25,25,28,14,19
2021/22,44339,8,1,24,2,0,26,26,24,12,20
2021/22,44339,9,1,23,1,0,31,31,20,10,20
2021/22,44339,10,1,26,10,0,30,30,14,7,15
2021/22,44339,11,2,25,2,0,31,31,14,7,14
2021/22,44339,12,3,25,1,0,27,27,16,8,16
2021/22,44339,13,2,21,1,0,26,26,24,12,28
2021/22,44339,14,3,21,4,0,25,25,28,14,20
2021/22,44339,15,7,19,3,0,21,21,18,9,18
2021/22,44339,16,7,29,6,0,22,22,10,5,28
2021/22,44339,17,5,44,9,0,34,34,16,8,34
2021/22,44339,18,5,60,20,0,44,44,20,10,38
2021/22,44339,19,5,56,24,0,35,35,32,16,44
2021/22,44339,20,6,59,31,0,35,35,48,24,47
2021/22,44339,21,9,77,27,0,36,36,44,22,48
2021/22,44339,22,13,80,37,0,53,53,44,22,52
2021/22,44339,23,11,82,40,0,67,67,42,21,65
2021/22,44339,24,14,83,32,0,72,72,40,20,56
2021/22,44339,25,14,78,37,0,57,57,36,18,66
2021/22,44339,26,16,81,34,0,62,62,34,17,86
2021/22,44339,27,15,73,33,0,61,61,32,16,77
2021/22,44339,28,16,72,28,0,60,60,44,22,58
2021/22,44339,29,13,73,16,0,64,64,50,25,60
2021/22,44339,30,16,71,14,0,76,76,62,31,91
2021/22,44339,31,23,78,15,0,76,76,58,29,102
2021/22,44339,32,25,78,25,0,76,76,68,34,103
2021/22,44339,33,26,77,15,0,77,77,86,43,103
2021/22,44339,34,25,77,21,0,79,79,84,42,103
2021/22,44339,35,28,82,16,0,73,73,82,41,103
2021/22,44339,36,28,55,10,0,74,74,84,42,103
2021/22,44339,37,28,49,10,0,80,80,80,40,103
2021/22,44339,38,24,40,2,0,80,80,84,42,103
2021/22,44339,39,22,15,13,0,80,80,88,44,103
2021/22,44339,40,21,4,11,0,80,80,88,44,103
2021/22,44339,41,17,1,10,0,80,80,88,44,103
2021/22,44339,42,20,-1,5,0,79,79,88,44,103
2021/22,44339,43,19,-1,3,0,77,77,88,44,103
2021/22,44339,44,20,0,0,0,79,79,88,44,103
2021/22,44339,45,16,1,1,0,80,80,88,44,103
2021/22,44339,46,12,4,1,0,80,80,88,44,103
2021/22,44339,47,7,9,2,0,79,79,88,44,103
2021/22,44339,48,10,16,3,0,79,79,88,44,103
2021/22,44340,1,8,19,3,0,78,78,88,44,79
2021/22,44340,2,9,20,2,0,77,77,88,44,57
2021/22,44340,3,8,21,3,0,78,78,88,44,24
2021/22,44340,4,9,19,3,0,77,77,84,42,23
2021/22,44340,5,10,14,2,0,79,79,30,15,42
2021/22,44340,6,7,10,3,0,62,62,14,7,50
2021/22,44340,7,8,12,4,0,47,47,14,7,55
2021/22,44340,8,9,19,6,0,53,53,24,12,58
2021/22,44340,9,10,22,9,0,57,57,34,17,57
2021/22,44340,10,12,18,40,0,37,37,30,15,54
2021/22,44340,11,13,18,6,0,29,29,30,15,61
2021/22,44340,12,14,20,9,0,19,19,38,19,60
2021/22,44340,13,15,21,14,0,9,9,36,18,42
2021/22,44340,14,17,32,24,0,3,3,36,18,44
2021/22,44340,15,21,37,21,0,4,4,36,18,48
2021/22,44340,16,27,39,17,0,6,6,30,15,27
2021/22,44340,17,28,41,17,0,6,6,24,12,18
2021/22,44340,18,30,46,17,0,7,7,26,13,16
2021/22,44340,19,31,45,16,0,18,18,18,9,18
2021/22,44340,20,32,49,13,0,22,22,16,8,14
2021/22,44340,21,32,57,19,0,32,32,8,4,18
2021/22,44340,22,3,59,16,0,67,67,4,2,11
2021/22,44340,23,33,50,20,0,68,68,10,5,4
2021/22,44340,24,32,56,21,0,69,69,8,4,8
2021/22,44340,25,32,66,26,0,56,56,2,1,24
2021/22,44340,26,0,73,32,0,54,54,12,6,47
2021/22,44340,27,0,72,29,0,73,73,56,28,19
2021/22,44340,28,0,69,43,0,47,47,54,27,23
2021/22,44340,29,0,76,32,0,40,40,8,4,53
2021/22,44340,30,0,80,43,0,25,25,42,21,39
2021/22,44340,31,0,81,45,0,11,11,2,1,12
2021/22,44340,32,0,76,48,0,38,38,20,10,2
2021/22,44340,33,0,78,51,0,35,35,2,1,1
2021/22,44340,34,0,71,50,0,7,7,0,0,2
2021/22,44340,35,0,63,40,0,3,3,2,1,1
2021/22,44340,36,0,58,26,0,11,11,2,1,1
2021/22,44340,37,0,43,20,0,14,14,2,1,2
2021/22,44340,38,0,41,16,0,25,25,2,1,2
2021/22,44340,39,0,37,12,0,8,8,0,0,2
2021/22,44340,40,0,41,9,0,16,16,0,0,1
2021/22,44340,41,0,38,20,0,21,21,0,0,5
2021/22,44340,42,0,37,22,0,23,23,0,0,6
2021/22,44340,43,0,36,19,0,29,29,0,0,2
2021/22,44340,44,0,24,18,0,34,34,0,0,7
2021/22,44340,45,0,20,15,0,41,41,0,0,5
2021/22,44340,46,0,18,13,0,43,43,2,1,18
2021/22,44340,47,0,15,8,0,31,31,4,2,41
2021/22,44340,48,0,13,9,0,26,26,6,3,48
2021/22,44341,1,0,10,9,0,26,26,12,6,28
2021/22,44341,2,0,9,11,0,34,34,24,12,32
2021/22,44341,3,0,6,11,0,65,65,22,11,44
2021/22,44341,4,0,10,15,0,77,77,28,14,46
2021/22,44341,5,0,15,14,0,78,78,22,11,41
2021/22,44341,6,0,15,11,0,80,80,20,10,32
2021/22,44341,7,0,13,10,0,77,77,32,16,20
2021/22,44341,8,0,18,10,0,70,70,42,21,33
2021/22,44341,9,0,20,19,0,60,60,30,15,52
2021/22,44341,10,0,20,170,0,55,55,18,9,47
2021/22,44341,11,0,16,8,0,63,63,26,13,48
2021/22,44341,12,0,15,13,0,53,53,28,14,38
2021/22,44341,13,0,20,17,0,58,58,36,18,29
2021/22,44341,14,0,20,14,0,47,47,46,23,33
2021/22,44341,15,0,20,14,0,35,35,36,18,29
2021/22,44341,16,0,21,12,0,41,41,36,18,25
2021/22,44341,17,0,20,12,0,32,32,28,14,15
2021/22,44341,18,0,25,8,0,35,35,24,12,7
2021/22,44341,19,0,30,8,0,45,45,28,14,2
2021/22,44341,20,0,31,13,0,45,45,26,13,1
2021/22,44341,21,0,31,19,0,55,55,28,14,11
2021/22,44341,22,0,36,24,0,56,56,22,11,6
2021/22,44341,23,0,34,19,0,53,53,16,8,5
2021/22,44341,24,0,25,18,0,59,59,12,6,5
2021/22,44341,25,0,23,16,0,69,69,6,3,11
2021/22,44341,26,0,21,13,0,72,72,2,1,6
2021/22,44341,27,0,33,14,0,49,49,2,1,3
2021/22,44341,28,0,16,22,0,35,35,4,2,2
2021/22,44341,29,0,9,18,0,36,36,6,3,2
2021/22,44341,30,0,9,19,0,32,32,10,5,1
2021/22,44341,31,0,17,19,0,29,29,8,4,5
2021/22,44341,32,0,9,13,0,18,18,16,8,1
2021/22,44341,33,0,8,11,0,12,12,18,9,2
2021/22,44341,34,0,17,7,0,10,10,14,7,2
2021/22,44341,35,0,18,5,0,7,7,20,10,5
2021/22,44341,36,0,18,4,0,9,9,20,10,7
2021/22,44341,37,0,18,7,0,19,19,12,6,9
2021/22,44341,38,0,16,10,0,33,33,8,4,11
2021/22,44341,39,0,22,7,0,34,34,12,6,8
2021/22,44341,40,0,15,9,0,47,47,14,7,8
2021/22,44341,41,0,21,10,0,64,64,12,6,13
2021/22,44341,42,0,11,11,0,74,74,10,5,23
2021/22,44341,43,0,8,12,0,66,66,6,3,31
2021/22,44341,44,0,14,17,0,54,54,4,2,28
2021/22,44341,45,0,18,20,0,37,37,2,1,20
2021/22,44341,46,0,19,17,0,25,25,2,1,21
2021/22,44341,47,0,13,12,0,24,24,2,1,36
2021/22,44341,48,0,13,10,0,14,14,2,1,54
2021/22,44342,1,0,13,3,0,10,10,0,0,42
2021/22,44342,2,0,12,6,0,13,13,2,1,37
2021/22,44342,3,0,12,11,0,13,13,2,1,34
2021/22,44342,4,0,13,12,0,13,13,6,3,38
2021/22,44342,5,0,14,17,0,11,11,6,3,33
2021/22,44342,6,0,16,16,0,11,11,20,10,31
2021/22,44342,7,0,13,16,0,11,11,26,13,34
2021/22,44342,8,0,16,16,0,11,11,26,13,48
2021/22,44342,9,0,16,18,0,13,13,32,16,69
2021/22,44342,10,0,15,210,0,10,10,28,14,72
2021/22,44342,11,0,11,23,0,9,9,30,15,72
2021/22,44342,12,0,9,22,0,12,12,40,20,76
2021/22,44342,13,0,8,20,0,12,12,68,34,77
2021/22,44342,14,0,9,24,0,13,13,74,37,82
2021/22,44342,15,0,10,24,0,13,13,72,36,92
2021/22,44342,16,0,13,21,0,14,14,78,39,85
2021/22,44342,17,0,16,19,0,18,18,82,41,71
2021/22,44342,18,0,16,18,0,15,15,86,43,64
2021/22,44342,19,0,18,18,0,18,18,88,44,75
2021/22,44342,20,0,19,17,0,20,20,88,44,84
2021/22,44342,21,0,17,18,0,21,21,88,44,86
2021/22,44342,22,0,18,17,0,22,22,86,43,88
2021/22,44342,23,0,13,12,0,21,21,56,28,86
2021/22,44342,24,0,9,4,0,22,22,32,16,95
2021/22,44342,25,0,5,1,0,25,25,18,9,103
2021/22,44342,26,0,4,2,0,25,25,20,10,103
2021/22,44342,27,0,4,1,0,27,27,24,12,103
2021/22,44342,28,0,4,1,0,25,25,30,15,103
2021/22,44342,29,0,2,1,0,21,21,30,15,101
2021/22,44342,30,0,9,3,0,15,15,42,21,101
2021/22,44342,31,0,11,2,0,23,23,38,19,91
2021/22,44342,32,0,11,5,0,29,29,48,24,66
2021/22,44342,33,0,6,1,0,20,20,74,37,65
2021/22,44342,34,0,6,3,0,17,17,80,40,67
2021/22,44342,35,0,16,3,0,23,23,86,43,83
2021/22,44342,36,0,14,3,0,15,15,80,40,93
2021/22,44342,37,0,6,5,0,13,13,82,41,80
2021/22,44342,38,0,3,3,0,12,12,86,43,88
2021/22,44342,39,0,2,1,0,8,8,76,38,79
2021/22,44342,40,0,2,1,0,6,6,58,29,47
2021/22,44342,41,0,2,3,0,8,8,68,34,37
2021/22,44342,42,0,3,1,0,9,9,70,35,31
2021/22,44342,43,0,2,1,0,8,8,66,33,27
2021/22,44342,44,0,1,0,0,5,5,76,38,30
2021/22,44342,45,0,1,0,0,5,5,58,29,29
2021/22,44342,46,0,1,0,0,5,5,58,29,24
2021/22,44342,47,0,0,0,0,6,6,64,32,19
2021/22,44342,48,0,0,0,0,5,5,66,33,14
2021/22,44343,1,0,-1,0,0,5,5,74,37,16
2021/22,44343,2,0,-1,0,0,4,4,72,36,10
2021/22,44343,3,0,-1,0,0,4,4,74,37,11
2021/22,44343,4,0,-1,0,0,4,4,74,37,20
2021/22,44343,5,0,-1,0,0,4,4,82,41,14
2021/22,44343,6,0,-1,0,0,3,3,84,42,14
2021/22,44343,7,0,-1,0,0,4,4,74,37,20
2021/22,44343,8,0,-1,0,0,4,4,66,33,34
2021/22,44343,9,0,-1,0,0,5,5,70,35,32
2021/22,44343,10,0,-1,0,0,4,4,82,41,21
2021/22,44343,11,0,-1,0,0,5,5,82,41,15
2021/22,44343,12,0,-1,0,0,6,6,84,42,20
2021/22,44343,13,0,-1,0,0,5,5,80,40,18
2021/22,44343,14,0,0,0,0,6,6,72,36,12
2021/22,44343,15,0,1,0,0,5,5,64,32,19
2021/22,44343,16,0,1,0,0,4,4,50,25,24
2021/22,44343,17,0,0,0,0,5,5,42,21,23
2021/22,44343,18,0,1,0,0,2,2,36,18,20
2021/22,44343,19,0,1,0,0,2,2,26,13,16
2021/22,44343,20,0,2,0,0,2,2,24,12,12
2021/22,44343,21,0,2,0,0,1,1,16,8,8
2021/22,44343,22,0,3,0,0,1,1,10,5,8
2021/22,44343,23,0,3,0,0,1,1,8,4,6
2021/22,44343,24,0,3,1,0,1,1,8,4,1
2021/22,44343,25,0,2,1,0,1,1,4,2,4
2021/22,44343,26,0,4,1,0,1,1,2,1,2
2021/22,44343,27,0,7,2,0,1,1,2,1,1
2021/22,44343,28,0,6,4,0,2,2,2,1,1
2021/22,44343,29,0,8,4,0,1,1,0,0,1
2021/22,44343,30,0,9,5,0,3,3,0,0,1
2021/22,44343,31,0,14,5,0,2,2,0,0,1
2021/22,44343,32,0,14,4,0,3,3,0,0,1
2021/22,44343,33,0,13,5,0,3,3,0,0,5
2021/22,44343,34,0,16,6,0,4,4,0,0,8
2021/22,44343,35,0,16,6,0,6,6,0,0,8
2021/22,44343,36,0,16,5,0,6,6,0,0,7
2021/22,44343,37,0,15,4,0,7,7,0,0,11
2021/22,44343,38,0,10,1,0,6,6,0,0,8
2021/22,44343,39,0,5,1,0,5,5,0,0,16
2021/22,44343,40,0,4,1,0,3,3,0,0,19
2021/22,44343,41,0,1,3,0,3,3,2,1,24
2021/22,44343,42,0,1,1,0,5,5,2,1,23
2021/22,44343,43,0,0,1,0,5,5,4,2,25
2021/22,44343,44,0,3,0,0,4,4,4,2,28
2021/22,44343,45,0,4,0,0,4,4,6,3,27
2021/22,44343,46,0,5,0,0,3,3,8,4,26
2021/22,44343,47,0,5,0,0,4,4,10,5,28
