SettlementDate,SettlementPeriod,PGCErrorPrice(£/MWh)
28/06/2020,28,26.43813333
28/06/2020,29,23.2342
28/06/2020,30,36.0998
28/06/2020,31,-0.697844444
28/06/2020,32,56.49526667
28/06/2020,33,8.0498
28/06/2020,34,3.306155556
28/06/2020,35,-0.441177778
28/06/2020,36,0.790822222
28/06/2020,37,-39.54006667
28/06/2020,38,12.69986667
28/06/2020,39,1.577933333
28/06/2020,40,-36.46006667
28/06/2020,41,-38.80428889
28/06/2020,42,0.859266667
28/06/2020,43,-0.9374
28/06/2020,44,-122.2894
28/06/2020,45,13.5476
28/06/2020,46,0.551266667
28/06/2020,47,11.50306667
28/06/2020,48,24.78006667
29/06/2020,1,6.625711111
29/06/2020,2,6.283488889
29/06/2020,3,8.922466667
29/06/2020,4,13.48526667
29/06/2020,5,10.97946667
29/06/2020,6,28.33306667
29/06/2020,7,27.62246667
29/06/2020,8,5.494133333
29/06/2020,9,11.77733333
29/06/2020,10,-80.38428889
29/06/2020,11,26.02673333
29/06/2020,12,19.7186
29/06/2020,13,23.37133333
29/06/2020,14,8.922466667
29/06/2020,15,7.1148
29/06/2020,16,13.6224
29/06/2020,17,20.60373333
29/06/2020,18,-1.946955556
29/06/2020,19,18.57166667
29/06/2020,20,18.23506667
29/06/2020,21,-43.30451111
29/06/2020,22,17.93586667
29/06/2020,23,17.49953333
29/06/2020,24,17.8112
29/06/2020,25,14.27066667
29/06/2020,26,-42.85962222
29/06/2020,27,21.97506667
29/06/2020,28,23.84506667
29/06/2020,29,18.43453333
29/06/2020,30,18.634
29/06/2020,31,22.88513333
29/06/2020,32,13.52266667
29/06/2020,33,13.90913333
29/06/2020,34,12.2012
29/06/2020,35,-0.064733333
29/06/2020,36,0.482822222
29/06/2020,37,-53.99895556
29/06/2020,38,-46.35028889
29/06/2020,39,5.410822222
29/06/2020,40,-0.560955556
29/06/2020,41,20.47906667
29/06/2020,42,21.31433333
29/06/2020,43,-36.03228889
29/06/2020,44,-39.40317778
29/06/2020,45,13.772
29/06/2020,46,-8.055622222
29/06/2020,47,-16.32028889
29/06/2020,48,-7.798955556
30/06/2020,1,-6.430066667
30/06/2020,2,-5.608733333
30/06/2020,3,1.0646
30/06/2020,4,6.566266667
30/06/2020,5,7.04
30/06/2020,6,18.02313333
30/06/2020,7,23.74533333
30/06/2020,8,19.6064
30/06/2020,9,19.3072
30/06/2020,10,17.57433333
30/06/2020,11,22.08726667
30/06/2020,12,19.25733333
30/06/2020,13,24.244
30/06/2020,14,-22.05251111
30/06/2020,15,24.0944
30/06/2020,16,20.504
30/06/2020,17,20.504
30/06/2020,18,11.5654
30/06/2020,19,14.54493333
30/06/2020,20,12.276
30/06/2020,21,8.922466667
30/06/2020,22,9.2092
30/06/2020,23,9.558266667
30/06/2020,24,-55.31651111
30/06/2020,25,11.25373333
30/06/2020,26,11.77733333
30/06/2020,27,11.27866667
30/06/2020,28,13.23593333
30/06/2020,29,8.997266667
30/06/2020,30,9.109466667
30/06/2020,31,13.1362
30/06/2020,32,10.1442
30/06/2020,33,9.109466667
30/06/2020,34,5.606333333
30/06/2020,35,7.3392
30/06/2020,36,8.436266667
30/06/2020,37,10.38106667
30/06/2020,38,12.30093333
30/06/2020,39,6.5538
30/06/2020,40,7.127266667
30/06/2020,41,6.677044444
30/06/2020,42,6.317711111
30/06/2020,43,6.5912
30/06/2020,44,1.235711111
30/06/2020,45,-19.65695556
30/06/2020,46,6.0676
30/06/2020,47,10.84233333
30/06/2020,48,14.76933333
01/07/2020,1,17.53693333
01/07/2020,2,15.39266667
01/07/2020,3,-31.97695556
01/07/2020,4,5.085711111
01/07/2020,5,-23.86628889
01/07/2020,6,-22.75406667
01/07/2020,7,17.86106667
01/07/2020,8,22.4488
01/07/2020,9,4.931711111
01/07/2020,10,7.227
01/07/2020,11,6.541333333
01/07/2020,12,-40.49828889
01/07/2020,13,-35.4334
01/07/2020,14,-36.11784444
01/07/2020,15,-24.55073333
01/07/2020,16,20.90293333
01/07/2020,17,15.92873333
01/07/2020,18,14.08366667
01/07/2020,19,-57.35273333
01/07/2020,20,-43.49273333
01/07/2020,21,15.28046667
01/07/2020,22,9.682933333
01/07/2020,23,10.69273333
01/07/2020,24,-52.13384444
01/07/2020,25,-49.08806667
01/07/2020,26,-46.94917778
01/07/2020,27,-46.77806667
01/07/2020,28,-47.71917778
01/07/2020,29,-25.2694
01/07/2020,30,-23.60962222
01/07/2020,31,-30.5054
01/07/2020,32,-28.05851111
01/07/2020,33,-45.42628889
01/07/2020,34,-32.95228889
01/07/2020,35,15.1558
01/07/2020,36,17.20033333
01/07/2020,37,10.50573333
01/07/2020,38,11.24126667
01/07/2020,39,13.59746667
01/07/2020,40,18.02313333
01/07/2020,41,14.2582
01/07/2020,42,10.38106667
01/07/2020,43,-44.24562222
01/07/2020,44,-40.46406667
01/07/2020,45,22.95993333
01/07/2020,46,8.149533333
01/07/2020,47,8.1994
01/07/2020,48,10.97946667
02/07/2020,1,7.3392
02/07/2020,2,7.738133333
02/07/2020,3,7.227
02/07/2020,4,-0.441177778
02/07/2020,5,7.975
02/07/2020,6,9.184266667
02/07/2020,7,6.304466667
02/07/2020,8,-0.920288889
02/07/2020,9,5.668666667
02/07/2020,10,8.847666667
02/07/2020,11,8.560933333
02/07/2020,12,13.4728
02/07/2020,13,-32.83251111
02/07/2020,14,14.56986667
02/07/2020,15,6.753266667
02/07/2020,16,6.092533333
02/07/2020,17,6.154866667
02/07/2020,18,6.899488889
02/07/2020,19,6.642822222
02/07/2020,20,5.307133333
02/07/2020,21,12.74973333
02/07/2020,22,15.92873333
02/07/2020,23,12.92426667
02/07/2020,24,8.635733333
02/07/2020,25,12.18873333
02/07/2020,26,-28.79428889
02/07/2020,27,-28.64028889
02/07/2020,28,-27.8874
02/07/2020,29,11.66513333
02/07/2020,30,13.87173333
02/07/2020,31,26.08906667
02/07/2020,32,17.41226667
02/07/2020,33,-39.52295556
02/07/2020,34,-37.00762222
02/07/2020,35,18.16026667
02/07/2020,36,-44.3654
02/07/2020,37,-45.4434
02/07/2020,38,-35.50184444
02/07/2020,39,-45.64873333
02/07/2020,40,-38.9754
02/07/2020,41,18.1852
02/07/2020,42,-27.83606667
02/07/2020,43,8.211866667
02/07/2020,44,-40.12184444
02/07/2020,45,-20.08473333
02/07/2020,46,5.2822
02/07/2020,47,9.072066667
02/07/2020,48,14.39533333
03/07/2020,1,13.4354
03/07/2020,2,12.18873333
03/07/2020,3,-34.13295556
03/07/2020,4,-26.43295556
03/07/2020,5,-22.87384444
03/07/2020,6,16.9884
03/07/2020,7,13.024
03/07/2020,8,-39.52295556
03/07/2020,9,1.235711111
03/07/2020,10,-28.69162222
03/07/2020,11,-26.02228889
03/07/2020,12,-33.70517778
03/07/2020,13,15.39266667
03/07/2020,14,13.1736
03/07/2020,15,8.6482
03/07/2020,16,8.598333333
03/07/2020,17,-28.0414
03/07/2020,18,-30.40273333
03/07/2020,19,-32.02828889
03/07/2020,20,-29.2734
03/07/2020,21,-14.43806667
03/07/2020,22,-28.52051111
03/07/2020,23,-23.90051111
03/07/2020,24,-27.7334
03/07/2020,25,-23.98606667
03/07/2020,26,-33.15762222
03/07/2020,27,-38.17117778
03/07/2020,28,-26.39873333
03/07/2020,29,-13.83917778
03/07/2020,30,-0.441177778
03/07/2020,31,18.36970667
03/07/2020,32,15.5672
03/07/2020,33,15.9786
03/07/2020,34,14.20833333
03/07/2020,35,12.48793333
03/07/2020,36,12.21366667
03/07/2020,37,-37.36695556
03/07/2020,38,-40.24162222
03/07/2020,39,15.69186667
03/07/2020,40,15.1558
03/07/2020,41,13.38553333
03/07/2020,42,11.21633333
03/07/2020,43,13.70966667
03/07/2020,44,15.0062
03/07/2020,45,5.568933333
03/07/2020,46,-6.224733333
03/07/2020,47,-3.521177778
03/07/2020,48,-2.203622222
04/07/2020,1,-2.237844444
04/07/2020,2,-1.125622222
04/07/2020,3,-1.570511111
04/07/2020,4,-0.406955556
04/07/2020,5,-1.587622222
04/07/2020,6,11.40333333
04/07/2020,7,10.11926667
04/07/2020,8,-2.443177778
04/07/2020,9,-5.026955556
04/07/2020,10,-0.424066667
04/07/2020,11,-0.988733333
04/07/2020,12,5.085711111
04/07/2020,13,-9.903622222
04/07/2020,14,-5.745622222
04/07/2020,15,-19.43451111
04/07/2020,16,1.492377778
04/07/2020,17,-18.06562222
04/07/2020,18,14.08366667
04/07/2020,19,18.32233333
04/07/2020,20,16.203
04/07/2020,21,13.37306667
04/07/2020,22,11.51553333
04/07/2020,23,9.383733333
04/07/2020,24,9.932266667
04/07/2020,25,5.273933333
04/07/2020,26,6.882377778
04/07/2020,27,4.675044444
04/07/2020,28,6.026822222
04/07/2020,29,8.598333333
04/07/2020,30,6.4546
04/07/2020,31,3.254822222
04/07/2020,32,2.587488889
04/07/2020,33,9.595666667
04/07/2020,34,9.520866667
04/07/2020,35,10.9296
04/07/2020,36,6.3668
04/07/2020,37,-9.527177778
04/07/2020,38,-28.14406667
04/07/2020,39,-18.51051111
04/07/2020,40,-20.37562222
04/07/2020,41,-14.28406667
04/07/2020,42,-21.60762222
04/07/2020,43,-25.85117778
04/07/2020,44,-26.24473333
04/07/2020,45,-14.9514
04/07/2020,46,-67.60228889
04/07/2020,47,-72.41051111
04/07/2020,48,-47.63362222
05/07/2020,1,37.42126667
05/07/2020,2,86.60226667
05/07/2020,3,70.45793333
05/07/2020,4,53.74013333
05/07/2020,5,39.97693333
05/07/2020,6,57.05626667
05/07/2020,7,55.8096
05/07/2020,8,71.19346667
05/07/2020,9,5.5066
05/07/2020,10,2.878377778
05/07/2020,11,7.9002
05/07/2020,12,11.80226667
05/07/2020,13,-5.591622222
05/07/2020,14,53.3786
05/07/2020,15,8.9474
05/07/2020,16,39.6154
05/07/2020,17,33.31973333
05/07/2020,18,31.13806667
05/07/2020,19,-0.441177778
05/07/2020,20,-13.15473333
05/07/2020,21,-3.213177778
05/07/2020,22,41.79706667
05/07/2020,23,40.98673333
05/07/2020,24,34.99026667
05/07/2020,25,-21.4194
05/07/2020,26,-3.059177778
05/07/2020,27,60.27266667
05/07/2020,28,52.54333333
05/07/2020,29,40.76233333
05/07/2020,30,27.47286667
05/07/2020,31,46.32246667
05/07/2020,32,32.07306667
05/07/2020,33,22.8602
05/07/2020,34,17.03826667
05/07/2020,35,14.79426667
05/07/2020,36,-39.76251111
05/07/2020,37,23.78273333
05/07/2020,38,-18.11695556
05/07/2020,39,27.7222
05/07/2020,40,-9.7154
05/07/2020,41,-4.034511111
05/07/2020,42,-5.677177778
05/07/2020,43,-22.68562222
05/07/2020,44,-4.582066667
05/07/2020,45,11.70253333
05/07/2020,46,1.920155556
05/07/2020,47,1.766155556
05/07/2020,48,-51.67184444
06/07/2020,1,-50.11131111
06/07/2020,2,-24.85873333
06/07/2020,3,34.27966667
06/07/2020,4,31.8736
06/07/2020,5,-45.54606667
06/07/2020,6,38.81753333
06/07/2020,7,36.399
06/07/2020,8,35.62606667
06/07/2020,9,-0.372733333
06/07/2020,10,24.0944
06/07/2020,11,7.925133333
06/07/2020,12,46.41347333
06/07/2020,13,10.75506667
06/07/2020,14,10.56806667
06/07/2020,15,-0.424066667
06/07/2020,16,13.3606
06/07/2020,17,-0.441177778
06/07/2020,18,23.47106667
06/07/2020,19,15.21813333
06/07/2020,20,11.06673333
06/07/2020,21,11.27866667
06/07/2020,22,5.907044444
06/07/2020,23,9.196733333
06/07/2020,24,8.7978
06/07/2020,25,6.129933333
06/07/2020,26,9.1344
06/07/2020,27,8.336533333
06/07/2020,28,9.371266667
06/07/2020,29,5.8386
06/07/2020,30,1.252822222
06/07/2020,31,-19.21206667
06/07/2020,32,-14.76317778
06/07/2020,33,-50.81628889
06/07/2020,34,-41.57628889
06/07/2020,35,-45.81984444
06/07/2020,36,-2.751177778
06/07/2020,37,12.18873333
06/07/2020,38,-1.570511111
06/07/2020,39,11.2288
06/07/2020,40,-3.452733333
06/07/2020,41,18.47193333
06/07/2020,42,-2.066733333
06/07/2020,43,17.9982
06/07/2020,44,-53.77651111
06/07/2020,45,11.20386667
06/07/2020,46,-1.587622222
06/07/2020,47,-50.81628889
06/07/2020,48,-28.43495556
07/07/2020,1,1.509488889
07/07/2020,2,5.8386
07/07/2020,3,2.074155556
07/07/2020,4,1.714822222
07/07/2020,5,-4.6334
07/07/2020,6,-4.513622222
07/07/2020,7,-4.154288889
07/07/2020,8,-4.582066667
07/07/2020,9,14.19586667
07/07/2020,10,13.2858
07/07/2020,11,9.333866667
07/07/2020,12,-39.42028889
07/07/2020,13,-35.69006667
07/07/2020,14,11.3784
07/07/2020,15,21.065
07/07/2020,16,-41.02873333
07/07/2020,17,-41.4394
07/07/2020,18,-36.54562222
07/07/2020,19,-30.00917778
07/07/2020,20,-33.24317778
07/07/2020,21,16.70166667
07/07/2020,22,12.43806667
07/07/2020,23,9.756486667
07/07/2020,24,6.9652
07/07/2020,25,10.54313333
07/07/2020,26,-45.51184444
07/07/2020,27,-41.19984444
07/07/2020,28,-34.6634
07/07/2020,29,-30.14606667
07/07/2020,30,17.78626667
07/07/2020,31,16.2778
07/07/2020,32,7.476333333
07/07/2020,33,-40.24162222
07/07/2020,34,11.40333333
07/07/2020,35,-27.1174
07/07/2020,36,9.5832
07/07/2020,37,10.99193333
07/07/2020,38,11.902
07/07/2020,39,10.1442
07/07/2020,40,15.1932
07/07/2020,41,8.486133333
07/07/2020,42,-37.96584444
07/07/2020,43,-57.71206667
07/07/2020,44,-21.84717778
07/07/2020,45,-17.67206667
07/07/2020,46,12.9866
07/07/2020,47,-22.77117778
07/07/2020,48,14.8192
08/07/2020,1,12.5378
08/07/2020,2,13.5476
08/07/2020,3,10.71766667
08/07/2020,4,12.36326667
08/07/2020,5,5.381933333
08/07/2020,6,-24.32828889
08/07/2020,7,-3.931844444
08/07/2020,8,1.9886
08/07/2020,9,-43.01362222
08/07/2020,10,7.999933333
08/07/2020,11,-38.9754
08/07/2020,12,-37.23006667
08/07/2020,13,-20.8034
08/07/2020,14,-27.47673333
08/07/2020,15,6.403266667
08/07/2020,16,4.178822222
08/07/2020,17,-40.48117778
08/07/2020,18,16.577
08/07/2020,19,7.7132
08/07/2020,20,-45.40917778
08/07/2020,21,-4.137177778
08/07/2020,22,15.31786667
08/07/2020,23,11.17893333
08/07/2020,24,12.65623333
08/07/2020,25,7.3018
08/07/2020,26,-36.73384444
08/07/2020,27,3.135044444
08/07/2020,28,-37.91451111
08/07/2020,29,-36.44295556
08/07/2020,30,-29.75251111
08/07/2020,31,27.7596
08/07/2020,32,21.57613333
08/07/2020,33,-47.54806667
08/07/2020,34,16.58946667
08/07/2020,35,-0.441177778
08/07/2020,36,-0.441177778
08/07/2020,37,-0.424066667
08/07/2020,38,-0.372733333
08/07/2020,39,-0.287177778
08/07/2020,40,-18.21962222
08/07/2020,41,-9.4074
08/07/2020,42,-14.52362222
08/07/2020,43,-14.78028889
08/07/2020,44,-13.46273333
08/07/2020,45,13.8094
08/07/2020,46,12.7996
08/07/2020,47,7.763066667
08/07/2020,48,-17.98691111
09/07/2020,1,15.6794
09/07/2020,2,-29.90651111
09/07/2020,3,8.6108
09/07/2020,4,-30.86473333
09/07/2020,5,6.4416
09/07/2020,6,-36.52851111
09/07/2020,7,-37.34984444
09/07/2020,8,-29.95784444
09/07/2020,9,-29.92362222
09/07/2020,10,-32.21651111
09/07/2020,11,-28.1954
09/07/2020,12,-24.53362222
09/07/2020,13,-18.13406667
09/07/2020,14,-11.58051111
09/07/2020,15,-14.16428889
09/07/2020,16,-10.84473333
09/07/2020,17,27.1986
09/07/2020,18,-0.441177778
09/07/2020,19,27.69726667
09/07/2020,20,28.27073333
09/07/2020,21,-17.21006667
09/07/2020,22,22.7854
09/07/2020,23,15.10593333
09/07/2020,24,10.90466667
09/07/2020,25,13.14866667
09/07/2020,26,12.9866
09/07/2020,27,6.728333333
09/07/2020,28,-17.15873333
09/07/2020,29,12.276
09/07/2020,30,5.257266667
09/07/2020,31,13.41046667
09/07/2020,32,0.9106
09/07/2020,33,-40.6694
09/07/2020,34,-41.45651111
09/07/2020,35,15.69186667
09/07/2020,36,-38.83851111
09/07/2020,37,-34.85162222
09/07/2020,38,16.22793333
09/07/2020,39,-0.441177778
09/07/2020,40,-0.441177778
09/07/2020,41,18.75866667
09/07/2020,42,-0.441177778
09/07/2020,43,12.89933333
09/07/2020,44,10.2564
09/07/2020,45,5.701711111
09/07/2020,46,8.0124
09/07/2020,47,1.6806
09/07/2020,48,3.579933333
10/07/2020,1,2.262377778
10/07/2020,2,-36.37451111
10/07/2020,3,-0.441177778
10/07/2020,4,6.055133333
10/07/2020,5,5.667488889
10/07/2020,6,4.195933333
10/07/2020,7,5.564822222
10/07/2020,8,10.24393333
10/07/2020,9,6.990133333
10/07/2020,10,7.663333333
10/07/2020,11,10.05693333
10/07/2020,12,10.35613333
10/07/2020,13,-36.08362222
10/07/2020,14,6.351933333
10/07/2020,15,14.2956
10/07/2020,16,6.653533333
10/07/2020,17,-31.22406667
10/07/2020,18,-28.69162222
10/07/2020,19,-24.70473333
10/07/2020,20,16.11573333
10/07/2020,21,20.9154
10/07/2020,22,15.06853333
10/07/2020,23,14.47013333
10/07/2020,24,-26.17628889
10/07/2020,25,-19.86228889
10/07/2020,26,-14.3354
10/07/2020,27,-17.91162222
10/07/2020,28,-0.509622222
10/07/2020,29,-32.95228889
10/07/2020,30,14.08366667
10/07/2020,31,-1.5534
10/07/2020,32,-17.96295556
10/07/2020,33,-13.38744444
10/07/2020,34,-16.83362222
10/07/2020,35,-47.12028889
10/07/2020,36,-46.14495556
10/07/2020,37,20.34193333
10/07/2020,38,18.5592
10/07/2020,39,0.380155556
10/07/2020,40,-25.69717778
10/07/2020,41,4.024822222
10/07/2020,42,5.830733333
10/07/2020,43,7.999933333
10/07/2020,44,4.486822222
10/07/2020,45,-34.92006667
10/07/2020,46,-20.73495556
10/07/2020,47,-28.17828889
10/07/2020,48,-0.252955556
11/07/2020,1,-1.194066667
11/07/2020,2,2.621711111
11/07/2020,3,-2.699844444
11/07/2020,4,0.174822222
11/07/2020,5,0.191933333
11/07/2020,6,1.6806
11/07/2020,7,15.05606667
11/07/2020,8,-2.597177778
11/07/2020,9,-26.53562222
11/07/2020,10,0.003711111
11/07/2020,11,16.73906667
11/07/2020,12,12.7248
11/07/2020,13,-3.880511111
11/07/2020,14,-8.295177778
11/07/2020,15,7.314266667
11/07/2020,16,-2.374733333
11/07/2020,17,-0.441177778
11/07/2020,18,-0.441177778
11/07/2020,19,-12.14517778
11/07/2020,20,-11.18695556
11/07/2020,21,-0.441177778
11/07/2020,22,14.00886667
11/07/2020,23,10.54313333
11/07/2020,24,-14.3354
11/07/2020,25,-14.47228889
11/07/2020,26,-23.28451111
11/07/2020,27,-23.6216
11/07/2020,28,-9.236288889
11/07/2020,29,-5.2494
11/07/2020,30,-5.660066667
11/07/2020,31,-27.83606667
11/07/2020,32,-40.87473333
11/07/2020,33,-42.53451111
11/07/2020,34,-31.05295556
11/07/2020,35,4.555266667
11/07/2020,36,-3.897622222
11/07/2020,37,-34.21851111
11/07/2020,38,17.61173333
11/07/2020,39,9.832533333
11/07/2020,40,9.2466
11/07/2020,41,1.6806
11/07/2020,42,7.700733333
11/07/2020,43,7.800466667
11/07/2020,44,-22.51451111
11/07/2020,45,-3.880511111
11/07/2020,46,-1.604733333
11/07/2020,47,-8.928288889
11/07/2020,48,-4.718955556
12/07/2020,1,13.82186667
12/07/2020,2,-5.061177778
12/07/2020,3,-6.3274
12/07/2020,4,-4.890066667
12/07/2020,5,-10.84473333
12/07/2020,6,-10.84473333
12/07/2020,7,-14.35251111
12/07/2020,8,-8.141177778
12/07/2020,9,-7.354066667
12/07/2020,10,-6.823622222
12/07/2020,11,-7.2514
12/07/2020,12,15.39266667
12/07/2020,13,14.98126667
12/07/2020,14,-13.94184444
12/07/2020,15,-4.120066667
12/07/2020,16,-0.441177778
12/07/2020,17,-9.082288889
12/07/2020,18,-24.37962222
12/07/2020,19,-18.85273333
12/07/2020,20,16.97593333
12/07/2020,21,13.89666667
12/07/2020,22,15.77913333
12/07/2020,23,9.196733333
12/07/2020,24,-24.85873333
12/07/2020,25,-23.83206667
12/07/2020,26,-19.07517778
12/07/2020,27,-34.74895556
12/07/2020,28,-13.51406667
12/07/2020,29,-27.32273333
12/07/2020,30,-23.18184444
12/07/2020,31,-26.9634
12/07/2020,32,-1.741622222
12/07/2020,33,-30.53962222
12/07/2020,34,-36.27184444
12/07/2020,35,-35.72428889
12/07/2020,36,-16.66251111
12/07/2020,37,6.3294
12/07/2020,38,5.2074
12/07/2020,39,1.612155556
12/07/2020,40,4.435488889
12/07/2020,41,5.393711111
12/07/2020,42,14.39533333
12/07/2020,43,9.471
12/07/2020,44,0.072155556
12/07/2020,45,7.663333333
12/07/2020,46,8.162
12/07/2020,47,16.93853333
12/07/2020,48,-3.914733333
13/07/2020,1,0.944822222
13/07/2020,2,-37.57228889
13/07/2020,3,-24.27695556
13/07/2020,4,-21.71028889
13/07/2020,5,21.8878
13/07/2020,6,23.05966667
13/07/2020,7,21.56366667
13/07/2020,8,18.47193333
13/07/2020,9,9.8076
13/07/2020,10,7.102333333
13/07/2020,11,9.757733333
13/07/2020,12,-44.58784444
13/07/2020,13,-42.6714
13/07/2020,14,5.564822222
13/07/2020,15,-34.74895556
13/07/2020,16,-40.15606667
13/07/2020,17,-33.55117778
13/07/2020,18,19.8308
13/07/2020,19,18.1478
13/07/2020,20,20.92786667
13/07/2020,21,12.0516
13/07/2020,22,-37.27455556
13/07/2020,23,-30.43695556
13/07/2020,24,-28.17828889
13/07/2020,25,28.86913333
13/07/2020,26,-28.53762222
13/07/2020,27,-7.850288889
13/07/2020,28,-4.410955556
13/07/2020,29,29.86646667
13/07/2020,30,8.162
13/07/2020,31,-36.40873333
13/07/2020,32,-41.81584444
13/07/2020,33,-28.0414
13/07/2020,34,17.07566667
13/07/2020,35,14.00886667
13/07/2020,36,-43.86917778
13/07/2020,37,5.872822222
13/07/2020,38,6.3668
13/07/2020,39,15.10593333
13/07/2020,40,16.78893333
13/07/2020,41,13.14866667
13/07/2020,42,16.4648
13/07/2020,43,13.68473333
13/07/2020,44,-0.749177778
13/07/2020,45,8.922466667
13/07/2020,46,5.924155556
13/07/2020,47,5.568933333
13/07/2020,48,8.4238
14/07/2020,1,6.940266667
14/07/2020,2,6.952733333
14/07/2020,3,9.346333333
14/07/2020,4,-1.981177778
14/07/2020,5,9.2092
14/07/2020,6,9.8824
14/07/2020,7,9.720333333
14/07/2020,8,9.845
14/07/2020,9,10.2564
14/07/2020,10,7.3392
14/07/2020,11,10.219
14/07/2020,12,14.98126667
14/07/2020,13,11.6028
14/07/2020,14,6.283488889
14/07/2020,15,5.2822
14/07/2020,16,6.197933333
14/07/2020,17,6.902866667
14/07/2020,18,6.9652
14/07/2020,19,8.4612
14/07/2020,20,8.885066667
14/07/2020,21,6.341866667
14/07/2020,22,4.811933333
14/07/2020,23,-37.94873333
14/07/2020,24,-35.62162222
14/07/2020,25,5.194933333
14/07/2020,26,-27.93873333
14/07/2020,27,7.8254
14/07/2020,28,12.92426667
14/07/2020,29,10.593
14/07/2020,30,9.346333333
14/07/2020,31,-29.29051111
14/07/2020,32,11.2662
14/07/2020,33,17.57433333
14/07/2020,34,-39.09517778
14/07/2020,35,-34.06451111
14/07/2020,36,-29.54717778
14/07/2020,37,6.437488889
14/07/2020,38,6.341866667
14/07/2020,39,11.21633333
14/07/2020,40,6.092533333
14/07/2020,41,-0.6294
14/07/2020,42,6.334822222
14/07/2020,43,6.095266667
14/07/2020,44,6.677044444
14/07/2020,45,-26.8094
14/07/2020,46,-45.76851111
14/07/2020,47,0.499933333
14/07/2020,48,5.667488889
15/07/2020,1,5.8432
15/07/2020,2,9.009733333
15/07/2020,3,-35.69006667
15/07/2020,4,6.5538
15/07/2020,5,-25.13251111
15/07/2020,6,-32.57584444
15/07/2020,7,13.03646667
15/07/2020,8,-6.515622222
15/07/2020,9,-0.441177778
15/07/2020,10,-0.441177778
15/07/2020,11,-0.441177778
15/07/2020,12,13.67226667
15/07/2020,13,18.83346667
15/07/2020,14,-4.890066667
15/07/2020,15,-0.441177778
15/07/2020,16,-0.441177778
15/07/2020,17,12.26353333
15/07/2020,18,10.71766667
15/07/2020,19,-0.441177778
15/07/2020,20,-30.18028889
15/07/2020,21,-23.79784444
15/07/2020,22,-21.93273333
15/07/2020,23,-21.1114
15/07/2020,24,-18.21962222
15/07/2020,25,-0.441177778
15/07/2020,26,-0.441177778
15/07/2020,27,17.00086667
15/07/2020,28,-0.441177778
15/07/2020,29,-12.72695556
15/07/2020,30,-0.441177778
15/07/2020,31,-0.441177778
15/07/2020,32,17.44966667
15/07/2020,33,16.45233333
15/07/2020,34,-2.100955556
15/07/2020,35,18.2226
15/07/2020,36,17.9608
15/07/2020,37,17.8112
15/07/2020,38,21.16473333
15/07/2020,39,6.9278
15/07/2020,40,-18.81851111
15/07/2020,41,19.2324
15/07/2020,42,-17.89451111
15/07/2020,43,-14.35251111
15/07/2020,44,10.967
15/07/2020,45,9.333866667
15/07/2020,46,4.582644444
15/07/2020,47,6.503933333
15/07/2020,48,12.28846667
16/07/2020,1,6.4416
16/07/2020,2,6.391733333
16/07/2020,3,5.357
16/07/2020,4,3.408822222
16/07/2020,5,-16.88495556
16/07/2020,6,-0.441177778
16/07/2020,7,4.1446
16/07/2020,8,8.286666667
16/07/2020,9,5.0686
16/07/2020,10,-33.15762222
16/07/2020,11,13.29826667
16/07/2020,12,12.92426667
16/07/2020,13,26.94926667
16/07/2020,14,25.56546667
16/07/2020,15,24.82993333
16/07/2020,16,6.616133333
16/07/2020,17,5.893066667
16/07/2020,18,-0.441177778
16/07/2020,19,-0.441177778
16/07/2020,20,-0.441177778
16/07/2020,21,-0.441177778
16/07/2020,22,-65.01851111
16/07/2020,23,-33.36295556
16/07/2020,24,-0.441177778
16/07/2020,25,-12.21362222
16/07/2020,26,-22.32628889
16/07/2020,27,-23.38717778
16/07/2020,28,-22.24073333
16/07/2020,29,-16.54273333
16/07/2020,30,-18.25384444
16/07/2020,31,-18.21962222
16/07/2020,32,26.17633333
16/07/2020,33,11.76486667
16/07/2020,34,-35.38206667
16/07/2020,35,8.099666667
16/07/2020,36,10.40101333
16/07/2020,37,10.68026667
16/07/2020,38,-31.32673333
16/07/2020,39,-1.142733333
16/07/2020,40,-23.50695556
16/07/2020,41,-0.441177778
16/07/2020,42,-14.11295556
16/07/2020,43,-18.04851111
16/07/2020,44,-12.19651111
16/07/2020,45,-27.56228889
16/07/2020,46,-29.49584444
16/07/2020,47,17.08813333
16/07/2020,48,13.78446667
17/07/2020,1,8.486133333
17/07/2020,2,7.700733333
17/07/2020,3,6.249266667
17/07/2020,4,4.692155556
17/07/2020,5,-21.45362222
17/07/2020,6,-36.6654
17/07/2020,7,-21.48784444
17/07/2020,8,-32.95228889
17/07/2020,9,-3.469844444
17/07/2020,10,-4.239844444
17/07/2020,11,-3.0934
17/07/2020,12,-2.836733333
17/07/2020,13,-18.32228889
17/07/2020,14,-11.01584444
17/07/2020,15,0.876377778
17/07/2020,16,-3.178955556
17/07/2020,17,-5.0954
17/07/2020,18,-9.304733333
17/07/2020,19,-7.884511111
17/07/2020,20,-7.593622222
17/07/2020,21,15.96613333
17/07/2020,22,15.24306667
17/07/2020,23,-9.2534
17/07/2020,24,-9.5614
17/07/2020,25,-11.73451111
17/07/2020,26,-9.0994
17/07/2020,27,-8.209622222
17/07/2020,28,-7.593622222
17/07/2020,29,-3.7094
17/07/2020,30,-3.692288889
17/07/2020,31,-5.779844444
17/07/2020,32,-8.414955556
17/07/2020,33,-8.0214
