SettlementDate,SettlementPeriod,PGCErrorPrice(£/MWh)
04/11/2021,36,113.9292
04/11/2021,37,125.8224
04/11/2021,38,144.298
04/11/2021,39,126.72
04/11/2021,40,-104.4254
04/11/2021,41,-108.0016222
04/11/2021,42,-95.81851111
04/11/2021,43,-117.3442889
04/11/2021,44,-37.79473333
04/11/2021,45,52.61813333
04/11/2021,46,48.39193333
04/11/2021,47,62.5042
04/11/2021,48,16.67673333
05/11/2021,1,34.1924
05/11/2021,2,32.4346
05/11/2021,3,34.24226667
05/11/2021,4,-36.32317778
05/11/2021,5,-68.5434
05/11/2021,6,57.35546667
05/11/2021,7,96.26393333
05/11/2021,8,105.7884667
05/11/2021,9,109.3414667
05/11/2021,10,101.1882667
05/11/2021,11,7.0774
05/11/2021,12,38.1194
05/11/2021,13,90.068
05/11/2021,14,69.74733333
05/11/2021,15,78.287
05/11/2021,16,26.16386667
05/11/2021,17,29.7792
05/11/2021,18,107.3094
05/11/2021,19,-137.8091778
05/11/2021,20,-71.48651111
05/11/2021,21,-72.3934
05/11/2021,22,-55.7614
05/11/2021,23,150.6186
05/11/2021,24,124.1518667
05/11/2021,25,-135.9269556
05/11/2021,26,96.9122
05/11/2021,27,-84.06317778
05/11/2021,28,-61.56206667
05/11/2021,29,-52.42473333
05/11/2021,30,-53.40006667
05/11/2021,31,-93.23473333
05/11/2021,32,73.43746667
05/11/2021,33,-112.0056222
05/11/2021,34,-196.5858444
05/11/2021,35,-135.0542889
05/11/2021,36,-113.9391778
05/11/2021,37,-125.3865111
05/11/2021,38,-101.7047333
05/11/2021,39,-68.91984444
05/11/2021,40,-50.76495556
05/11/2021,41,-64.98428889
05/11/2021,42,42.84426667
05/11/2021,43,-38.44495556
05/11/2021,44,-29.54717778
05/11/2021,45,-26.39873333
05/11/2021,46,-50.3714
05/11/2021,47,-45.99095556
05/11/2021,48,-9.903622222
06/11/2021,1,14.30806667
06/11/2021,2,34.2298
06/11/2021,3,29.46753333
06/11/2021,4,-0.3214
06/11/2021,5,-0.389844444
06/11/2021,6,35.11493333
06/11/2021,7,35.2396
06/11/2021,8,-170.0978444
06/11/2021,9,-64.33406667
06/11/2021,10,-118.3521333
06/11/2021,11,78.4366
06/11/2021,12,-103.7067333
06/11/2021,13,-161.3027333
06/11/2021,14,-4.643666667
06/11/2021,15,55.38573333
06/11/2021,16,47.04553333
06/11/2021,17,65.24686667
06/11/2021,18,48.99033333
06/11/2021,19,-19.29762222
06/11/2021,20,-33.36295556
06/11/2021,21,-83.37873333
06/11/2021,22,-164.9302889
06/11/2021,23,-224.1176222
06/11/2021,24,-154.7491778
06/11/2021,25,83.87206667
06/11/2021,26,74.547
06/11/2021,27,82.65033333
06/11/2021,28,-140.5298444
06/11/2021,29,-0.458288889
06/11/2021,30,12.7996
06/11/2021,31,77.21486667
06/11/2021,32,56.19606667
06/11/2021,33,50.73566667
06/11/2021,34,29.76673333
06/11/2021,35,20.86553333
06/11/2021,36,25.927
06/11/2021,37,27.85933333
06/11/2021,38,-159.4034
06/11/2021,39,-150.6425111
06/11/2021,40,-142.9596222
06/11/2021,41,-12.07673333
06/11/2021,42,101.6495333
06/11/2021,43,124.4261333
06/11/2021,44,-206.5274
06/11/2021,45,68.6752
06/11/2021,46,-24.77317778
06/11/2021,47,-37.84606667
06/11/2021,48,-0.4754
07/11/2021,1,-0.441177778
07/11/2021,2,94.61833333
07/11/2021,3,35.48893333
07/11/2021,4,66.2442
07/11/2021,5,-0.441177778
07/11/2021,6,-0.441177778
07/11/2021,7,-0.509622222
07/11/2021,8,-152.8669556
07/11/2021,9,-183.5471778
07/11/2021,10,-109.3191778
07/11/2021,11,-83.10495556
07/11/2021,12,-4.308288889
07/11/2021,13,36.0624
07/11/2021,14,128.4653333
07/11/2021,15,37.39633333
07/11/2021,16,106.2123333
07/11/2021,17,-37.31562222
07/11/2021,18,72.91386667
07/11/2021,19,-109.9694
07/11/2021,20,71.742
07/11/2021,21,-155.3309556
07/11/2021,22,-133.2576222
07/11/2021,23,-19.67406667
07/11/2021,24,33.31973333
07/11/2021,25,-0.441177778
07/11/2021,26,88.63433333
07/11/2021,27,79.28433333
07/11/2021,28,67.6654
07/11/2021,29,57.89153333
07/11/2021,30,58.839
07/11/2021,31,62.1302
07/11/2021,32,39.0918
07/11/2021,33,39.5406
07/11/2021,34,59.774
07/11/2021,35,14.9688
07/11/2021,36,11.42826667
07/11/2021,37,15.39266667
07/11/2021,38,-20.11895556
07/11/2021,39,-28.67451111
07/11/2021,40,-9.783844444
07/11/2021,41,-8.449177778
07/11/2021,42,5.513488889
07/11/2021,43,64.58613333
07/11/2021,44,61.50686667
07/11/2021,45,13.64733333
07/11/2021,46,42.43286667
07/11/2021,47,49.9004
07/11/2021,48,35.73826667
08/11/2021,1,38.643
08/11/2021,2,21.04006667
08/11/2021,3,50.39906667
08/11/2021,4,56.34566667
08/11/2021,5,50.8728
08/11/2021,6,37.79526667
08/11/2021,7,51.10966667
08/11/2021,8,-0.441177778
08/11/2021,9,-0.4754
08/11/2021,10,79.73313333
08/11/2021,11,15.0436
08/11/2021,12,44.2156
08/11/2021,13,17.26266667
08/11/2021,14,107.9576667
08/11/2021,15,89.2826
08/11/2021,16,84.17126667
08/11/2021,17,76.65386667
08/11/2021,18,50.00013333
08/11/2021,19,39.41593333
08/11/2021,20,58.1658
08/11/2021,21,69.06166667
08/11/2021,22,104.5916667
08/11/2021,23,79.15966667
08/11/2021,24,-90.20606667
08/11/2021,25,63.11506667
08/11/2021,26,-67.39695556
08/11/2021,27,67.56566667
08/11/2021,28,69.14893333
08/11/2021,29,10.84233333
08/11/2021,30,53.24146667
08/11/2021,31,6.9166
08/11/2021,32,-7.627844444
08/11/2021,33,61.95691333
08/11/2021,34,57.18093333
08/11/2021,35,40.46313333
08/11/2021,36,-266.6729556
08/11/2021,37,-279.4378444
08/11/2021,38,-199.5631778
08/11/2021,39,-194.5838444
08/11/2021,40,-72.73562222
08/11/2021,41,-63.85495556
08/11/2021,42,-0.441177778
08/11/2021,43,-0.509622222
08/11/2021,44,51.172
08/11/2021,45,56.969
08/11/2021,46,43.71693333
08/11/2021,47,-95.25384444
08/11/2021,48,-155.8100667
09/11/2021,1,33.4818
09/11/2021,2,40.11406667
09/11/2021,3,31.21286667
09/11/2021,4,33.2948
09/11/2021,5,58.85146667
09/11/2021,6,61.18273333
09/11/2021,7,22.95993333
09/11/2021,8,24.0944
09/11/2021,9,18.58413333
09/11/2021,10,-110.6025111
09/11/2021,11,-4.828466667
09/11/2021,12,-94.89451111
09/11/2021,13,33.49426667
09/11/2021,14,57.09366667
09/11/2021,15,39.37853333
09/11/2021,16,18.7088
09/11/2021,17,36.07486667
09/11/2021,18,-80.62384444
09/11/2021,19,-60.89473333
09/11/2021,20,-48.54051111
09/11/2021,21,-22.94228889
09/11/2021,22,-17.14162222
09/11/2021,23,-38.75295556
09/11/2021,24,-45.92593333
09/11/2021,25,-33.26028889
09/11/2021,26,-23.38717778
09/11/2021,27,-21.69317778
09/11/2021,28,-33.75651111
09/11/2021,29,67.34126667
09/11/2021,30,-35.02273333
09/11/2021,31,-73.38584444
09/11/2021,32,-73.84784444
09/11/2021,33,-69.65562222
09/11/2021,34,21.20213333
09/11/2021,35,16.10326667
09/11/2021,36,35.71333333
09/11/2021,37,95.76526667
09/11/2021,38,37.2966
09/11/2021,39,36.68573333
09/11/2021,40,47.15773333
09/11/2021,41,53.24146667
09/11/2021,42,41.5976
09/11/2021,43,-95.68162222
09/11/2021,44,-38.77006667
09/11/2021,45,-27.47673333
09/11/2021,46,-169.7727333
09/11/2021,47,-172.2367333
09/11/2021,48,-132.6587333
10/11/2021,1,-101.8279333
10/11/2021,2,-135.5334
10/11/2021,3,-0.441177778
10/11/2021,4,-0.492511111
10/11/2021,5,-0.441177778
10/11/2021,6,93.67086667
10/11/2021,7,45.58693333
10/11/2021,8,38.01966667
10/11/2021,9,44.4026
10/11/2021,10,36.61093333
10/11/2021,11,18.09793333
10/11/2021,12,40.3634
10/11/2021,13,29.1808
10/11/2021,14,-17.00473333
10/11/2021,15,-117.8062889
10/11/2021,16,17.93586667
10/11/2021,17,50.26193333
10/11/2021,18,80.76786667
10/11/2021,19,70.78206667
10/11/2021,20,66.60573333
10/11/2021,21,96.5756
10/11/2021,22,87.31286667
10/11/2021,23,64.77313333
10/11/2021,24,53.05446667
10/11/2021,25,-114.0589556
10/11/2021,26,84.99406667
10/11/2021,27,-263.1994
10/11/2021,28,-191.7776222
10/11/2021,29,86.0662
10/11/2021,30,56.9503
10/11/2021,31,-7.080288889
10/11/2021,32,158.0986
10/11/2021,33,-195.0629556
10/11/2021,34,-241.0062889
10/11/2021,35,-330.2236222
10/11/2021,36,-211.9002889
10/11/2021,37,-184.105
10/11/2021,38,-159.9851778
10/11/2021,39,-118.1964222
10/11/2021,40,-0.441177778
10/11/2021,41,-123.6582889
10/11/2021,42,-75.21673333
10/11/2021,43,-0.441177778
10/11/2021,44,-0.6294
10/11/2021,45,31.56193333
10/11/2021,46,-75.61028889
10/11/2021,47,-227.9334
10/11/2021,48,-206.0996222
11/11/2021,1,-188.8345111
11/11/2021,2,60.7464
11/11/2021,3,-0.441177778
11/11/2021,4,-0.287177778
11/11/2021,5,52.97966667
11/11/2021,6,47.7686
11/11/2021,7,39.6528
11/11/2021,8,-119.0040667
11/11/2021,9,48.8906
11/11/2021,10,43.33046667
11/11/2021,11,12.30093333
11/11/2021,12,8.211866667
11/11/2021,13,145.8688
11/11/2021,14,164.0202667
11/11/2021,15,-67.24295556
11/11/2021,16,37.19686667
11/11/2021,17,-83.41295556
11/11/2021,18,-102.9196222
11/11/2021,19,48.16753333
11/11/2021,20,49.62613333
11/11/2021,21,32.12293333
11/11/2021,22,92.51146667
11/11/2021,23,92.24468
11/11/2021,24,44.27793333
11/11/2021,25,57.91646667
11/11/2021,26,-79.04962222
11/11/2021,27,-65.24608889
11/11/2021,28,-49.10517778
11/11/2021,29,65.95746667
11/11/2021,30,-66.01095556
11/11/2021,31,69.4232
11/11/2021,32,130.0361333
11/11/2021,33,-77.57806667
11/11/2021,34,-123.9834
11/11/2021,35,-114.4696222
11/11/2021,36,-87.77628889
11/11/2021,37,-102.4234
11/11/2021,38,-67.37984444
11/11/2021,39,53.01706667
11/11/2021,40,48.4792
11/11/2021,41,26.69993333
11/11/2021,42,-147.8705111
11/11/2021,43,-73.72806667
11/11/2021,44,-32.79828889
11/11/2021,45,-240.3047333
11/11/2021,46,-124.0176222
11/11/2021,47,15.3802
11/11/2021,48,8.972333333
12/11/2021,1,17.4372
12/11/2021,2,22.19946667
12/11/2021,3,15.55473333
12/11/2021,4,-182.6231778
12/11/2021,5,-165.9569556
12/11/2021,6,-73.19762222
12/11/2021,7,88.8712
12/11/2021,8,82.7376
12/11/2021,9,74.78386667
12/11/2021,10,59.15066667
12/11/2021,11,19.59393333
12/11/2021,12,30.40253333
12/11/2021,13,21.1398
12/11/2021,14,35.09
12/11/2021,15,16.43986667
12/11/2021,16,7.650866667
12/11/2021,17,24.63046667
12/11/2021,18,22
12/11/2021,19,11.44073333
12/11/2021,20,14.34546667
12/11/2021,21,6.505933333
12/11/2021,22,14.08366667
12/11/2021,23,17.59926667
12/11/2021,24,20.13
12/11/2021,25,-81.06873333
12/11/2021,26,-83.19051111
12/11/2021,27,-65.82273333
12/11/2021,28,-58.17406667
12/11/2021,29,-68.74873333
12/11/2021,30,-50.28584444
12/11/2021,31,-67.72206667
12/11/2021,32,18.3722
12/11/2021,33,16.58946667
12/11/2021,34,38.31886667
12/11/2021,35,-104.6991778
12/11/2021,36,48.0678
12/11/2021,37,50.6484
12/11/2021,38,-122.9396222
12/11/2021,39,-57.59228889
12/11/2021,40,-17.8774
12/11/2021,41,-17.4154
12/11/2021,42,-6.823622222
12/11/2021,43,63.4766
12/11/2021,44,50.1622
12/11/2021,45,67.27893333
12/11/2021,46,68.57546667
12/11/2021,47,58.63953333
12/11/2021,48,54.7998
13/11/2021,1,19.25733333
13/11/2021,2,36.26186667
13/11/2021,3,15.95366667
13/11/2021,4,19.05786667
13/11/2021,5,60.31006667
13/11/2021,6,55.01173333
13/11/2021,7,54.6876
13/11/2021,8,-76.77384444
13/11/2021,9,-62.91384444
13/11/2021,10,-61.16851111
13/11/2021,11,-23.37006667
13/11/2021,12,-30.52251111
13/11/2021,13,54.9868
13/11/2021,14,35.06506667
13/11/2021,15,30.70173333
13/11/2021,16,34.10513333
13/11/2021,17,91.76346667
13/11/2021,18,143.8616667
13/11/2021,19,99.0814
13/11/2021,20,52.23166667
13/11/2021,21,75.83106667
13/11/2021,22,-78.74162222
13/11/2021,23,-116.0267333
13/11/2021,24,85.8792
13/11/2021,25,-82.0954
13/11/2021,26,-53.51984444
13/11/2021,27,-57.74628889
13/11/2021,28,30.88125333
13/11/2021,29,-81.03451111
13/11/2021,30,49.91286667
13/11/2021,31,-126.9607333
13/11/2021,32,23.28406667
13/11/2021,33,42.6074
13/11/2021,34,54.73746667
13/11/2021,35,-32.9694
13/11/2021,36,-15.36206667
13/11/2021,37,15.89133333
13/11/2021,38,74.547
13/11/2021,39,42.09626667
13/11/2021,40,12.02666667
13/11/2021,41,49.12746667
13/11/2021,42,14.7444
13/11/2021,43,19.91806667
13/11/2021,44,-81.95851111
13/11/2021,45,-71.21273333
13/11/2021,46,-67.3114
13/11/2021,47,-54.47806667
13/11/2021,48,33.22
14/11/2021,1,11.36593333
14/11/2021,2,-70.90473333
14/11/2021,3,-61.97273333
14/11/2021,4,-0.492511111
14/11/2021,5,-0.441177778
14/11/2021,6,-0.441177778
14/11/2021,7,84.2336
14/11/2021,8,66.14446667
14/11/2021,9,72.17833333
14/11/2021,10,61.27
14/11/2021,11,59.30026667
14/11/2021,12,-0.458288889
14/11/2021,13,-115.2225111
14/11/2021,14,-64.02606667
14/11/2021,15,19.31966667
14/11/2021,16,7.7132
14/11/2021,17,-58.24251111
14/11/2021,18,-86.20206667
14/11/2021,19,-81.68473333
14/11/2021,20,-74.27562222
14/11/2021,21,-97.56384444
14/11/2021,22,-88.61473333
14/11/2021,23,-143.3531778
14/11/2021,24,-47.71917778
14/11/2021,25,65.62086667
14/11/2021,26,76.44193333
14/11/2021,27,-57.07895556
14/11/2021,28,-70.5454
14/11/2021,29,-30.60806667
14/11/2021,30,-22.94228889
14/11/2021,31,-45.11828889
14/11/2021,32,-45.66584444
14/11/2021,33,42.58246667
14/11/2021,34,44.37766667
14/11/2021,35,-133.1207333
14/11/2021,36,-120.8520667
14/11/2021,37,59.11326667
14/11/2021,38,-105.4349556
14/11/2021,39,-99.77117778
14/11/2021,40,-50.90184444
14/11/2021,41,-55.33362222
14/11/2021,42,-69.58717778
14/11/2021,43,-51.38095556
14/11/2021,44,-36.78517778
14/11/2021,45,44.1034
14/11/2021,46,53.36613333
14/11/2021,47,-94.36406667
14/11/2021,48,-118.0800667
15/11/2021,1,-252.4365111
15/11/2021,2,-28.45206667
15/11/2021,3,4.7606
15/11/2021,4,1.406822222
15/11/2021,5,-54.10162222
15/11/2021,6,7.576066667
15/11/2021,7,-56.77095556
15/11/2021,8,-61.06584444
15/11/2021,9,-57.9482
15/11/2021,10,-33.53406667
15/11/2021,11,-1.194066667
15/11/2021,12,5.821488889
15/11/2021,13,-49.43028889
15/11/2021,14,-193.3860667
15/11/2021,15,-84.90162222
15/11/2021,16,25.52806667
15/11/2021,17,-186.4731778
15/11/2021,18,21.01513333
15/11/2021,19,93.2096
15/11/2021,20,77.56393333
15/11/2021,21,91.68866667
15/11/2021,22,-204.7820667
15/11/2021,23,-214.4156222
15/11/2021,24,-225.1785111
15/11/2021,25,-242.3922889
15/11/2021,26,-307.6882889
15/11/2021,27,-255.0545111
15/11/2021,28,-257.6725111
15/11/2021,29,-252.7616222
15/11/2021,30,-250.4687333
15/11/2021,31,-683.7220667
15/11/2021,32,-679.8207333
15/11/2021,33,-607.4407333
15/11/2021,34,-936.0082889
15/11/2021,35,-1727.208956
15/11/2021,36,-1547.046067
15/11/2021,37,-1287.265178
15/11/2021,38,-1013.401844
15/11/2021,39,-344.6482889
15/11/2021,40,-187.5340667
15/11/2021,41,-308.5780667
15/11/2021,42,-174.7178444
15/11/2021,43,52.1444
15/11/2021,44,-75.64451111
15/11/2021,45,-93.87297778
15/11/2021,46,-68.14984444
15/11/2021,47,-10.91317778
15/11/2021,48,-0.441177778
16/11/2021,1,51.78286667
16/11/2021,2,18.80853333
16/11/2021,3,49.47653333
16/11/2021,4,-56.36028889
16/11/2021,5,-103.3285778
16/11/2021,6,58.52733333
16/11/2021,7,33.43193333
16/11/2021,8,-114.8289556
16/11/2021,9,-121.2969556
16/11/2021,10,-100.3187333
16/11/2021,11,11.341
16/11/2021,12,-21.04295556
16/11/2021,13,63.60126667
16/11/2021,14,-107.5396222
16/11/2021,15,-193.9165111
16/11/2021,16,-255.3454
16/11/2021,17,-148.1956222
16/11/2021,18,-60.46695556
16/11/2021,19,33.5566
16/11/2021,20,-81.6334
16/11/2021,21,-81.83873333
16/11/2021,22,-62.52028889
16/11/2021,23,-35.75851111
16/11/2021,24,97.33606667
16/11/2021,25,92.37433333
16/11/2021,26,76.0804
16/11/2021,27,67.65293333
16/11/2021,28,67.7776
16/11/2021,29,67.69033333
16/11/2021,30,30.7142
16/11/2021,31,-105.7771778
16/11/2021,32,-102.2009556
16/11/2021,33,-110.7222889
16/11/2021,34,39.50070667
16/11/2021,35,16.64058
16/11/2021,36,73.28662
16/11/2021,37,-174.6151778
16/11/2021,38,-135.6531778
16/11/2021,39,39.36606667
16/11/2021,40,41.074
16/11/2021,41,-65.99384444
16/11/2021,42,13.2484
16/11/2021,43,53.32873333
16/11/2021,44,-83.00228889
16/11/2021,45,-40.92606667
16/11/2021,46,-20.66651111
16/11/2021,47,57.84166667
16/11/2021,48,46.73386667
17/11/2021,1,21.23953333
17/11/2021,2,42.96893333
17/11/2021,3,38.1568
17/11/2021,4,1.167266667
17/11/2021,5,74.8088
17/11/2021,6,66.41873333
17/11/2021,7,27.32326667
17/11/2021,8,30.87626667
17/11/2021,9,-0.406955556
17/11/2021,10,-259.8969556
17/11/2021,11,-259.5718444
17/11/2021,12,-160.3445111
17/11/2021,13,-114.2985111
17/11/2021,14,52.97966667
17/11/2021,15,-66.90073333
17/11/2021,16,-108.8058444
17/11/2021,17,72.92633333
17/11/2021,18,42.9814
17/11/2021,19,46.99566667
17/11/2021,20,59.774
17/11/2021,21,23.1968
17/11/2021,22,-87.67362222
17/11/2021,23,-79.10095556
17/11/2021,24,-67.94451111
17/11/2021,25,-68.78295556
17/11/2021,26,-56.03517778
17/11/2021,27,-57.01051111
17/11/2021,28,-54.6834
17/11/2021,29,-50.09762222
17/11/2021,30,-51.86006667
17/11/2021,31,-95.47628889
17/11/2021,32,81.6156
17/11/2021,33,-134.3014
17/11/2021,34,57.25573333
17/11/2021,35,57.0438
17/11/2021,36,31.10066667
17/11/2021,37,38.16926667
17/11/2021,38,-172.8185111
17/11/2021,39,-139.0411778
17/11/2021,40,-102.0469556
17/11/2021,41,-85.53473333
17/11/2021,42,-85.27806667
17/11/2021,43,-88.83717778
17/11/2021,44,-264.9105111
17/11/2021,45,-159.1809556
17/11/2021,46,-262.9427333
17/11/2021,47,-102.6458444
17/11/2021,48,-0.441177778
18/11/2021,1,-0.441177778
18/11/2021,2,112.9443333
18/11/2021,3,-0.441177778
18/11/2021,4,-0.441177778
18/11/2021,5,-0.441177778
18/11/2021,6,-0.441177778
18/11/2021,7,-0.4754
18/11/2021,8,-0.509622222
18/11/2021,9,-0.509622222
18/11/2021,10,-0.441177778
18/11/2021,11,-0.680733333
18/11/2021,12,-124.8081556
18/11/2021,13,87.88633333
18/11/2021,14,-104.1174
18/11/2021,15,-51.65473333
18/11/2021,16,66.10706667
18/11/2021,17,-1.0914
18/11/2021,18,-0.458288889
18/11/2021,19,-0.441177778
18/11/2021,20,-44.48517778
18/11/2021,21,-121.2627333
18/11/2021,22,-43.1334
18/11/2021,23,-19.4174
18/11/2021,24,-13.49695556
18/11/2021,25,92.4616
18/11/2021,26,35.8754
18/11/2021,27,-49.9094
18/11/2021,28,-38.58184444
18/11/2021,29,-0.424066667
18/11/2021,30,-0.424066667
18/11/2021,31,-0.4754
18/11/2021,32,-391.8407333
18/11/2021,33,-390.0611778
18/11/2021,34,75.0332
18/11/2021,35,63.42673333
18/11/2021,36,-134.0105111
18/11/2021,37,54.55046667
18/11/2021,38,-119.5858444
18/11/2021,39,-84.37117778
18/11/2021,40,-66.06228889
18/11/2021,41,-68.13273333
18/11/2021,42,-0.543844444
18/11/2021,43,51.07226667
18/11/2021,44,-94.65495556
18/11/2021,45,-184.3171778
18/11/2021,46,-164.5025111
18/11/2021,47,-116.2320667
18/11/2021,48,-1.040066667
19/11/2021,1,-0.441177778
19/11/2021,2,-0.441177778
19/11/2021,3,0.226155556
19/11/2021,4,-0.441177778
19/11/2021,5,97.37346667
19/11/2021,6,-0.372733333
19/11/2021,7,-0.868955556
19/11/2021,8,-0.441177778
19/11/2021,9,102.9336
19/11/2021,10,91.2274
19/11/2021,11,84.4206
19/11/2021,12,78.0626
19/11/2021,13,79.28433333
19/11/2021,14,66.25666667
19/11/2021,15,-162.0898444
19/11/2021,16,-55.67584444
19/11/2021,17,-112.9826667
19/11/2021,18,-77.7834
19/11/2021,19,81.77766667
19/11/2021,20,75.65653333
19/11/2021,21,-75.49051111
19/11/2021,22,-86.39028889
19/11/2021,23,-54.59784444
19/11/2021,24,-42.56873333
19/11/2021,25,88.58446667
19/11/2021,26,86.34046667
19/11/2021,27,81.77766667
19/11/2021,28,67.76513333
19/11/2021,29,56.6698
19/11/2021,30,74.23533333
19/11/2021,31,45.64926667
19/11/2021,32,36.1372
19/11/2021,33,37.2218
19/11/2021,34,24.66786667
19/11/2021,35,-215.8700667
19/11/2021,36,-182.2125111
19/11/2021,37,-146.1594
19/11/2021,38,-273.8596222
19/11/2021,39,60.4846
19/11/2021,40,-91.38673333
19/11/2021,41,-80.35006667
19/11/2021,42,56.34566667
19/11/2021,43,42.32066667
19/11/2021,44,45.1506
19/11/2021,45,-86.0994
19/11/2021,46,-82.38628889
19/11/2021,47,57.0438
19/11/2021,48,33.95553333
20/11/2021,1,24.48086667
20/11/2021,2,27.52273333
20/11/2021,3,58.96366667
20/11/2021,4,51.2094
20/11/2021,5,39.9146
20/11/2021,6,43.00633333
20/11/2021,7,40.22626667
20/11/2021,8,-222.6460667
20/11/2021,9,-0.441177778
20/11/2021,10,-80.79495556
20/11/2021,11,-114.8289556
20/11/2021,12,-210.5314
20/11/2021,13,127.4056667
20/11/2021,14,125.7476
20/11/2021,15,82.91213333
20/11/2021,16,41.49786667
20/11/2021,17,33.84333333
20/11/2021,18,44.7766
20/11/2021,19,45.1132
20/11/2021,20,23.6082
20/11/2021,21,20.7658
20/11/2021,22,19.13266667
20/11/2021,23,12.77466667
20/11/2021,24,6.952733333
20/11/2021,25,8.972333333
20/11/2021,26,10.50573333
20/11/2021,27,41.5976
20/11/2021,28,-116.2662889
20/11/2021,29,27.3856
20/11/2021,30,12.25106667
20/11/2021,31,-5.642955556
20/11/2021,32,-8.757177778
20/11/2021,33,9.9198
20/11/2021,34,-4.701844444
20/11/2021,35,-5.215177778
20/11/2021,36,-6.515622222
20/11/2021,37,5.294666667
20/11/2021,38,-169.9096222
20/11/2021,39,-107.6251778
20/11/2021,40,-83.00228889
20/11/2021,41,-82.50606667
20/11/2021,42,47.55666667
20/11/2021,43,45.1132
20/11/2021,44,-74.8574
20/11/2021,45,58.97613333
20/11/2021,46,58.8016
20/11/2021,47,34.35446667
20/11/2021,48,35.30193333
21/11/2021,1,37.2592
21/11/2021,2,37.53346667
21/11/2021,3,30.602
21/11/2021,4,22.62333333
21/11/2021,5,24.33126667
21/11/2021,6,22.66073333
21/11/2021,7,20.878
21/11/2021,8,-76.80806667
21/11/2021,9,78.23713333
21/11/2021,10,65.35906667
21/11/2021,11,30.72666667
21/11/2021,12,18.75866667
21/11/2021,13,-91.93428889
21/11/2021,14,-151.5151778
21/11/2021,15,58.10346667
21/11/2021,16,-0.081844444
21/11/2021,17,87.45
21/11/2021,18,63.93786667
21/11/2021,19,38.89233333
21/11/2021,20,31.52453333
21/11/2021,21,-92.65295556
21/11/2021,22,-116.6256222
21/11/2021,23,-101.9271778
21/11/2021,24,-105.5034
21/11/2021,25,-69.6214
21/11/2021,26,-61.18562222
21/11/2021,27,-68.91984444
21/11/2021,28,59.87373333
21/11/2021,29,59.6618
21/11/2021,30,99.3806
21/11/2021,31,62.85326667
21/11/2021,32,14.43273333
21/11/2021,33,26.81213333
21/11/2021,34,12.0142
21/11/2021,35,41.53526667
21/11/2021,36,40.83464
21/11/2021,37,-8.124066667
21/11/2021,38,55.53533333
21/11/2021,39,67.7776
21/11/2021,40,-104.2885111
21/11/2021,41,42.33313333
21/11/2021,42,43.55486667
21/11/2021,43,51.45873333
21/11/2021,44,61.29493333
21/11/2021,45,109.1544667
21/11/2021,46,115.7368667
21/11/2021,47,-60.86051111
21/11/2021,48,-118.6276222
22/11/2021,1,-44.62206667
22/11/2021,2,-12.38473333
22/11/2021,3,-0.441177778
22/11/2021,4,-94.98006667
22/11/2021,5,-75.18251111
22/11/2021,6,74.921
22/11/2021,7,70.74466667
22/11/2021,8,-50.33717778
22/11/2021,9,64.91026667
22/11/2021,10,63.2896
22/11/2021,11,-96.63984444
22/11/2021,12,-86.49295556
22/11/2021,13,-122.0156222
22/11/2021,14,85.2808
22/11/2021,15,70.48286667
22/11/2021,16,102.0609333
22/11/2021,17,110.6504667
22/11/2021,18,72.6396
22/11/2021,19,-102.7827333
22/11/2021,20,102.4848
22/11/2021,21,113.6923333
22/11/2021,22,-73.52273333
22/11/2021,23,-42.43184444
22/11/2021,24,-69.26206667
22/11/2021,25,-89.62428889
22/11/2021,26,-81.77028889
22/11/2021,27,-68.40651111
22/11/2021,28,-56.95917778
22/11/2021,29,-64.95006667
22/11/2021,30,-62.93095556
22/11/2021,31,-160.5156222
22/11/2021,32,6.466533333
22/11/2021,33,-290.9878444
22/11/2021,34,-169.7932667
22/11/2021,35,-164.8447333
22/11/2021,36,-200.1278444
22/11/2021,37,-204.0462889
22/11/2021,38,-171.2956222
22/11/2021,39,-104.2371778
22/11/2021,40,-85.24384444
22/11/2021,41,-73.69384444
22/11/2021,42,64.88533333
22/11/2021,43,59.87373333
22/11/2021,44,-46.09362222
22/11/2021,45,-85.53473333
22/11/2021,46,-95.73295556
22/11/2021,47,-38.49628889
22/11/2021,48,-14.66393333
23/11/2021,1,-167.2402889
23/11/2021,2,1.321266667
23/11/2021,3,85.11873333
23/11/2021,4,76.74113333
23/11/2021,5,55.66
23/11/2021,6,48.6288
23/11/2021,7,-45.49473333
23/11/2021,8,-39.77962222
23/11/2021,9,-40.29295556
23/11/2021,10,-12.04251111
23/11/2021,11,60.92093333
23/11/2021,12,56.47033333
23/11/2021,13,38.36873333
23/11/2021,14,-4.308288889
23/11/2021,15,-376.2182889
23/11/2021,16,46.44713333
23/11/2021,17,14.2956
23/11/2021,18,-258.4767333
23/11/2021,19,71.742
23/11/2021,20,48.741
23/11/2021,21,40.74986667
23/11/2021,22,64.38666667
23/11/2021,23,66.9548
23/11/2021,24,-147.2031778
23/11/2021,25,-145.5947333
23/11/2021,26,30.95480667
23/11/2021,27,-183.5129556
23/11/2021,28,-165.5462889
23/11/2021,29,-190.1520667
23/11/2021,30,-188.7831778
23/11/2021,31,-198.1600667
23/11/2021,32,-231.2871778
23/11/2021,33,-187.9105111
23/11/2021,34,-265.8858444
23/11/2021,35,-569.1802889
23/11/2021,36,-483.7787333
23/11/2021,37,-521.5087333
23/11/2021,38,-538.9962889
